school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_C,sex_C,age_C,address_C,famsize_C,Pstatus_C,Medu_C,Fedu_C,Mjob_C,Fjob_C,reason_C,guardian_C,traveltime_C,studytime_C,failures_C,schoolsup_C,famsup_C,paid_C,activities_C,nursery_C,higher_C,internet_C,romantic_C,famrel_C,freetime_C,goout_C,Dalc_C,Walc_C,health_C,absences_C,G1_C,G2_C,G3_C,rank
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,0,0,0,0,1,0,4,4,0,2,0,0,2,1,0,1,1,0,0,0,0,0,1,3,2,4,1,4,3,0,1,1,1,285.0
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,0,1,0,0,1,0,4,4,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,2,4,4,1,1,4,0,1,1,1,317.0
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,0,0,0,0,0,0,4,3,0,2,2,0,2,1,0,1,1,0,0,0,0,0,1,4,2,3,1,2,1,0,1,2,1,247.0
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,0,0,0,0,0,1,4,1,2,4,0,0,2,1,0,1,1,0,0,0,0,0,0,4,5,4,2,4,5,0,1,1,1,318.0
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,0,0,0,0,0,1,3,2,0,2,0,0,1,1,1,1,1,1,1,0,0,0,1,4,4,4,3,4,3,0,2,1,1,248.0
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,0,1,0,1,0,0,1,1,3,4,1,0,2,4,0,1,0,0,0,0,0,1,1,5,2,2,1,1,3,0,2,2,2,156.0
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,0,1,0,0,1,0,1,1,4,4,0,0,2,2,0,0,1,1,0,0,0,0,1,5,4,4,1,1,4,0,1,1,1,249.0
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,0,1,0,0,1,0,2,2,4,4,2,0,1,2,0,1,0,1,1,1,0,0,1,5,4,5,1,2,5,0,1,1,2,194.0
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,0,0,0,0,1,0,1,1,4,4,1,1,1,2,0,1,1,0,1,1,0,0,1,4,3,3,1,2,4,0,2,1,2,195.0
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,0,1,0,0,1,0,2,2,3,3,3,0,1,3,0,1,0,0,1,0,0,0,1,4,3,3,1,2,2,0,3,3,3,5.0
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,0,1,0,0,1,0,1,1,2,0,1,0,1,3,0,1,0,0,1,0,0,0,1,4,3,3,1,1,3,0,2,2,2,157.0
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,0,0,0,0,1,0,2,1,2,2,1,0,1,3,0,1,1,0,0,0,0,0,1,4,2,4,1,3,2,0,2,2,2,93.0
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,0,0,0,0,0,1,4,4,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,5,4,3,1,1,2,0,2,2,2,64.0
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,0,0,0,0,1,0,4,2,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,4,3,2,1,4,5,0,2,2,2,196.0
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,0,1,0,0,1,0,4,3,1,2,1,0,1,3,0,1,0,0,1,0,0,0,1,4,2,2,1,2,3,0,2,2,2,65.0
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,0,1,0,0,0,0,2,1,2,3,1,0,1,2,1,1,1,1,1,0,0,0,0,5,4,3,1,1,5,0,2,2,2,121.0
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,0,1,0,1,0,0,3,1,2,4,1,0,2,4,0,1,0,0,1,0,0,1,1,3,1,2,1,1,3,0,3,3,3,16.0
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,0,0,0,1,0,0,3,2,2,4,1,0,2,3,0,1,0,0,0,0,0,0,1,5,4,2,1,1,4,0,2,2,2,94.0
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,0,0,0,0,1,0,3,3,1,4,0,0,1,1,0,1,0,0,1,0,0,0,1,4,4,3,1,3,5,0,2,2,2,197.0
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,0,1,1,0,1,0,4,4,1,4,1,2,2,2,0,1,0,0,0,0,0,0,1,2,3,4,2,3,2,0,1,1,0,383.0
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,0,1,0,0,0,0,4,3,4,4,0,2,2,2,0,1,0,0,1,0,0,0,0,4,4,5,1,2,2,0,1,1,1,319.0
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,0,1,0,0,1,0,4,3,4,4,1,1,1,4,0,1,0,0,1,0,0,0,1,4,3,3,1,1,3,0,2,2,2,95.0
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,2,2,2,1,0,3,2,3,36.0
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,0,1,0,0,0,1,4,4,1,4,0,0,1,2,0,1,0,1,1,0,0,0,0,4,2,4,1,1,4,0,2,1,2,198.0
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,0,0,0,0,0,0,4,4,4,0,0,1,2,1,0,1,1,0,1,0,0,0,1,4,1,1,2,2,5,0,2,2,1,250.0
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,0,1,0,0,1,0,4,2,4,4,1,0,2,3,0,1,0,0,1,0,0,0,1,4,3,3,1,1,3,0,2,2,2,96.0
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,0,1,0,0,1,0,3,2,1,1,1,1,1,4,0,1,0,0,0,1,0,0,1,5,2,2,1,2,5,0,3,3,3,17.0
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,0,0,1,0,1,0,3,3,4,4,0,2,1,2,1,1,0,1,0,0,0,0,0,4,4,4,1,1,3,0,2,2,2,122.0
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,0,1,0,0,1,0,2,4,2,3,1,2,1,2,1,1,0,0,0,0,0,0,1,4,4,3,1,1,3,0,2,2,2,158.0
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,0,0,1,0,1,1,3,2,2,4,2,2,1,1,0,1,1,1,0,0,0,1,1,5,5,3,1,1,5,0,3,3,3,18.0
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,0,0,1,0,1,0,4,4,0,2,1,2,2,1,1,1,0,0,1,0,0,0,0,4,3,4,1,1,4,1,1,1,1,320.0
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,0,0,1,1,1,0,3,3,4,2,1,1,1,2,1,1,1,1,0,0,0,1,0,4,5,3,1,2,5,0,2,2,2,159.0
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,0,1,1,0,0,0,1,1,3,4,1,2,1,2,1,0,0,1,0,1,0,0,1,4,4,3,1,3,3,0,2,1,1,251.0
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0,0,1,1,0,0,0,1,2,2,2,0,2,1,2,1,1,1,1,0,1,0,1,0,4,2,4,2,2,3,0,1,1,0,384.0
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,0,1,1,0,1,0,2,1,3,4,3,2,3,2,0,1,0,1,1,0,1,0,0,3,4,1,1,1,2,0,2,2,2,123.0
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,0,0,1,0,1,0,1,2,4,2,2,2,1,2,1,1,1,1,1,1,0,0,1,4,5,2,2,2,4,0,2,2,2,199.0
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,0,1,1,0,0,0,3,2,2,4,1,2,2,2,1,1,0,0,1,1,0,0,0,4,2,2,1,2,1,0,2,1,2,200.0
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,0,1,1,0,1,0,1,1,3,1,0,2,1,3,2,1,1,1,1,1,0,0,0,4,1,2,1,1,3,0,2,2,2,124.0
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,0,1,1,1,1,0,2,3,4,4,1,2,1,3,1,1,1,1,1,0,0,0,0,4,1,2,1,1,3,1,2,2,2,201.0
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,0,1,0,0,1,0,2,1,2,4,2,0,2,2,0,1,0,0,0,0,0,0,1,5,3,3,1,2,1,0,1,1,0,385.0
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,0,1,0,0,1,0,4,3,4,4,2,0,1,3,0,1,0,0,0,0,0,0,0,4,3,4,1,1,5,0,1,1,1,286.0
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,0,1,0,1,1,0,3,4,3,2,2,1,1,3,0,1,0,0,0,1,0,0,1,4,3,4,2,5,5,0,2,2,1,252.0
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,0,1,0,0,1,0,4,4,0,4,2,0,1,2,0,1,0,0,1,0,0,0,1,4,4,4,3,3,5,0,2,2,2,202.0
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,0,1,0,0,1,1,4,3,2,2,2,0,1,2,0,1,0,0,1,0,0,0,0,5,2,2,1,2,5,0,2,2,2,125.0
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,0,1,0,0,1,0,2,2,4,4,2,0,1,2,0,1,0,1,1,0,0,1,0,4,2,2,1,1,3,0,2,1,1,287.0
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,0,1,0,1,0,0,2,2,2,2,2,0,1,3,0,1,0,0,0,0,0,0,1,3,3,2,2,2,3,0,2,2,2,203.0
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,0,1,0,0,1,0,3,1,2,2,2,1,1,3,0,1,0,1,1,1,0,0,1,3,4,3,2,3,5,0,2,2,2,66.0
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,0,1,0,0,0,0,0,2,3,3,0,1,2,3,0,1,1,1,1,0,0,0,1,3,3,3,2,3,2,0,3,2,2,67.0
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,0,0,0,0,1,0,4,4,4,4,2,0,1,3,0,1,1,1,0,0,0,0,1,4,3,3,2,2,3,0,1,2,2,204.0
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,0,0,0,0,1,0,3,3,4,2,1,0,1,1,0,1,1,1,0,1,0,0,1,4,3,5,3,5,5,0,2,2,3,37.0
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,0,0,0,1,1,0,2,2,2,4,2,0,4,1,0,1,0,1,1,0,0,0,1,4,4,5,5,5,4,0,2,1,1,253.0
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,0,1,0,0,1,0,4,4,0,2,2,0,1,3,0,1,0,0,0,0,0,0,1,5,4,4,1,3,4,0,1,1,1,288.0
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,0,1,0,0,1,0,4,4,0,0,2,0,2,3,0,1,0,0,1,1,0,0,0,4,3,3,1,2,4,0,2,2,2,97.0
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,0,0,0,0,0,0,2,2,4,4,2,0,1,4,0,1,0,1,0,0,0,0,1,4,5,5,2,4,5,0,1,1,1,321.0
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,0,1,0,1,1,0,2,4,3,4,2,1,1,3,0,1,0,1,1,0,0,0,0,4,4,3,1,1,5,0,2,2,2,98.0
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,0,1,0,0,1,0,3,3,2,2,0,0,1,2,0,1,1,1,0,0,0,0,1,5,3,4,1,1,4,0,1,0,0,386.0
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,0,1,0,0,0,0,2,2,4,4,0,2,1,2,0,1,1,1,0,1,0,0,0,4,3,3,1,1,2,0,1,1,0,387.0
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,0,1,0,1,1,0,2,2,3,4,2,0,2,4,0,1,1,1,0,0,0,1,1,4,4,4,1,1,4,0,1,1,0,388.0
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,0,1,0,0,1,0,3,4,2,4,2,0,1,3,0,1,1,1,1,0,0,0,1,4,4,5,1,3,5,0,3,2,2,68.0
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,0,1,1,1,1,1,3,1,2,3,0,2,1,3,1,1,1,0,1,0,0,1,1,5,4,3,1,2,5,0,2,2,2,126.0
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,0,1,0,0,1,0,3,2,4,4,0,0,1,2,0,1,0,0,1,0,0,0,0,4,3,2,2,3,2,0,1,1,0,389.0
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,0,1,0,0,0,0,3,3,2,2,0,0,1,4,0,1,0,1,1,0,0,0,1,5,3,3,1,1,1,0,3,2,3,24.0
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,0,1,0,1,1,1,3,2,4,4,0,0,1,2,0,1,0,0,1,0,0,0,1,4,3,3,2,3,2,0,1,1,1,254.0
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,0,1,1,0,1,0,2,1,2,2,0,2,1,3,1,1,1,0,0,0,0,0,0,4,3,4,1,3,3,0,2,2,2,205.0
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,0,0,0,0,1,0,4,4,0,2,0,1,1,2,1,1,0,1,0,0,0,0,1,4,3,3,2,2,2,0,1,1,0,390.0
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,0,0,0,0,0,0,3,4,2,4,0,0,1,2,0,1,1,1,0,0,0,0,0,4,3,3,1,3,5,0,3,2,2,69.0
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,0,1,0,0,1,1,2,2,3,3,0,1,1,2,1,1,0,1,1,0,0,0,0,3,3,1,1,2,4,0,1,1,0,391.0
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,0,1,0,0,1,0,2,3,3,4,2,0,1,3,0,1,0,1,1,0,0,0,1,4,3,3,1,2,3,0,2,1,1,255.0
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,0,1,0,0,1,0,3,2,4,2,3,0,1,3,0,1,1,1,1,0,0,0,0,5,4,3,2,3,1,0,2,2,2,99.0
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,0,0,0,1,1,0,4,3,0,2,2,0,1,3,0,1,1,1,1,0,0,0,0,5,3,2,1,2,4,0,3,2,3,38.0
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,0,0,0,0,1,0,4,3,0,4,2,0,1,3,0,1,0,0,1,0,0,0,0,5,4,5,2,3,5,0,1,1,1,289.0
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,0,1,0,0,1,0,4,3,1,4,1,0,1,3,0,1,0,0,0,0,0,0,0,4,4,3,1,3,4,0,2,2,2,70.0
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,1,0,0,1,1,0,3,2,4,4,2,0,2,1,1,1,0,1,1,1,0,0,1,2,5,5,5,5,5,0,2,2,2,127.0
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,1,0,1,1,1,0,1,1,4,2,0,2,3,2,3,1,1,1,1,0,0,0,1,5,4,4,3,3,2,0,1,1,1,322.0
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13,1,0,0,0,1,0,3,3,1,4,2,0,2,2,0,1,0,0,1,0,0,0,1,4,5,4,2,3,3,0,2,2,2,128.0
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8,1,0,0,0,0,0,1,3,3,2,2,0,1,1,1,1,1,1,1,0,1,0,0,4,3,3,2,3,3,0,1,1,1,323.0
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,1,0,1,1,1,0,1,1,4,4,0,2,3,1,1,1,0,1,1,0,0,0,1,4,4,4,3,3,5,0,1,1,1,324.0
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,1,0,0,1,1,0,4,3,2,4,0,0,2,2,0,1,0,0,0,1,0,0,0,4,5,5,1,3,2,0,2,2,2,206.0
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,1,1,0,0,1,0,3,3,2,2,2,1,1,2,0,1,0,1,1,0,0,1,0,5,3,4,1,1,5,0,1,1,1,290.0
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,1,1,0,1,1,0,4,4,0,2,3,1,2,2,0,1,0,0,0,0,0,0,1,4,3,3,1,2,5,0,2,2,2,129.0
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,1,1,0,0,0,1,3,2,2,4,1,0,2,2,0,1,1,1,1,0,0,1,0,1,2,3,1,2,5,0,2,2,2,207.0
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,1,0,0,0,0,0,1,1,4,2,0,1,2,1,0,1,1,1,1,1,0,0,0,3,3,2,1,2,3,0,1,1,1,256.0
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,1,1,0,0,0,0,1,1,3,2,2,1,2,3,0,1,1,1,1,0,0,0,1,5,3,2,1,1,4,0,3,3,3,39.0
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,1,1,0,1,0,1,1,4,3,4,2,0,3,2,0,1,1,1,1,0,0,1,0,4,3,4,1,4,5,0,2,2,2,130.0
MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12,1,0,0,1,0,0,1,1,3,4,3,0,2,2,1,1,1,1,0,1,1,1,1,4,4,3,2,3,5,0,2,2,2,160.0
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,1,1,0,0,1,0,3,3,2,2,3,0,2,2,0,1,0,1,1,0,0,0,0,4,3,2,1,3,3,0,2,2,1,257.0
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,1,1,0,0,0,0,4,4,3,3,2,0,1,2,0,1,0,0,0,0,0,0,0,2,3,4,1,1,1,0,3,2,2,71.0
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,1,1,0,1,1,0,1,2,4,2,2,1,2,2,0,1,1,1,1,1,0,1,1,3,2,2,1,2,3,0,2,2,2,161.0
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,1,0,0,1,1,0,1,3,3,4,2,0,2,2,0,1,0,0,1,0,0,1,1,3,3,4,2,4,3,0,1,1,1,258.0
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,1,0,0,0,0,0,4,4,0,2,3,0,2,3,0,1,1,0,1,0,0,0,0,4,2,2,2,2,5,0,2,2,2,131.0
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,1,1,0,1,1,0,1,1,4,2,1,0,3,1,1,1,0,0,1,0,0,0,0,5,2,1,1,2,1,0,1,1,0,392.0
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,1,1,0,0,1,0,2,3,3,2,2,1,2,1,0,1,0,0,1,0,0,0,0,5,2,3,1,2,4,0,2,1,1,259.0
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,1,1,0,1,1,0,4,4,4,0,3,1,3,2,0,1,0,0,1,1,0,0,0,3,2,2,4,2,5,0,2,2,2,208.0
