,StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C,rank
117,11,10,34,2,2132,65,72,2,92,102,3,121,27,143,151,2,173,1,191,202,1,other,0.088235294,0.896445472,0.477770065,0,1,2,1,550
484,14,12,34,0,1163,63,73,4,93,101,4,121,44,143,152,1,173,1,192,201,1,other,0.117647059,0.949763398,0.477657759,0,1,1,2,551
625,14,15,32,3,1979,65,75,4,93,101,2,123,35,143,152,1,173,1,191,201,1,other,0.161764706,0.904864092,0.477512334,0,1,1,2,552
221,11,12,32,6,1200,65,73,4,92,101,4,122,23,141,151,1,173,1,192,201,1,young,0.117647059,0.947727523,0.477278992,1,1,1,1,553
432,11,6,34,2,1872,61,71,4,93,101,4,124,36,143,153,3,174,1,192,201,1,other,0.029411765,0.910751623,0.4772397,0,1,1,2,554
758,14,24,32,0,1393,61,73,2,93,103,2,121,31,143,152,1,173,1,192,201,1,other,0.294117647,0.937107956,0.477127244,0,1,1,1,555
159,14,6,34,3,1898,65,73,1,93,101,2,121,34,143,152,2,172,2,191,201,1,other,0.029411765,0.909321008,0.476973539,0,1,1,1,556
726,14,15,34,3,1316,63,73,2,94,101,2,122,47,143,152,2,172,1,191,201,1,other,0.161764706,0.941344778,0.476547501,0,1,1,2,557
7,12,36,32,1,6948,61,73,2,93,101,2,123,35,143,151,1,174,1,192,201,1,other,0.470588235,0.631451524,0.476348482,0,2,3,2,558
811,12,6,32,3,484,61,74,3,94,103,3,121,28,141,152,1,172,1,191,201,1,other,0.029411765,0.987124464,0.475944725,0,1,1,1,559
400,14,18,32,3,1473,61,72,3,94,101,4,121,39,143,152,1,173,1,192,201,1,other,0.205882353,0.932706064,0.475396295,0,1,1,2,560
255,12,60,33,3,7418,65,73,1,93,101,1,121,27,143,152,1,172,1,191,201,1,other,0.823529412,0.605590404,0.475185082,0,3,3,1,561
207,12,12,34,4,1424,61,74,4,93,101,3,122,26,143,152,1,173,1,191,201,1,other,0.117647059,0.935402223,0.474985913,0,1,1,1,562
856,14,10,32,8,894,65,74,4,92,101,3,122,40,143,152,1,173,1,192,201,1,other,0.088235294,0.964564763,0.474939545,0,1,1,2,563
621,14,18,34,0,1530,61,73,3,93,101,2,122,32,141,152,2,173,1,191,201,2,other,0.205882353,0.929569715,0.474812788,0,1,1,1,564
718,13,24,34,3,3148,65,73,3,93,101,2,123,31,143,152,2,173,1,192,201,1,other,0.294117647,0.840541433,0.474665255,0,1,2,1,565
316,11,12,32,2,708,61,73,2,93,103,3,122,38,143,152,1,172,2,191,201,1,other,0.117647059,0.974799164,0.474563638,0,1,1,2,566
532,14,12,33,1,1503,61,73,4,94,101,4,121,41,143,151,1,173,1,191,201,1,other,0.117647059,0.931055354,0.474177193,0,1,1,2,567
645,14,36,33,9,7980,65,72,4,93,101,4,123,27,143,151,2,173,1,192,201,2,other,0.470588235,0.574667107,0.473535878,0,2,3,1,568
795,14,9,32,2,2301,62,72,2,92,101,4,122,22,143,151,1,173,1,191,201,1,young,0.073529412,0.887146473,0.473304041,1,1,2,1,569
342,12,18,32,3,3213,63,72,1,94,101,3,121,25,143,151,1,173,1,191,201,1,young,0.205882353,0.836964895,0.47308786,0,1,2,1,570
57,14,36,34,3,9566,61,73,2,92,101,2,123,31,142,152,2,173,1,191,201,1,other,0.470588235,0.487399582,0.472803935,0,2,3,1,571
278,14,6,32,2,4611,61,72,1,92,101,4,122,32,143,152,1,173,1,191,201,2,other,0.029411765,0.760041818,0.472456481,0,1,3,1,572
746,11,15,32,0,2511,61,71,1,92,101,4,123,23,143,151,1,173,1,191,201,1,young,0.161764706,0.875591504,0.472066272,1,1,2,1,573
70,14,36,32,1,8133,61,73,1,92,101,2,122,30,141,152,1,173,1,191,201,1,other,0.470588235,0.566248487,0.471969623,0,2,3,1,574
248,13,24,32,2,1925,61,73,2,93,101,2,121,26,143,152,1,173,1,191,201,1,other,0.294117647,0.907835369,0.471681181,0,1,1,1,575
351,12,9,32,2,959,61,73,1,92,101,2,123,29,143,152,1,173,1,191,202,2,other,0.073529412,0.960988225,0.471538165,0,1,1,1,576
895,14,36,33,1,8947,65,74,3,93,101,2,123,31,142,152,1,174,2,192,201,1,other,0.470588235,0.521459227,0.471388675,0,2,3,1,577
524,12,18,32,3,1113,61,73,4,92,103,4,121,26,143,152,1,172,2,191,201,1,other,0.205882353,0.952514581,0.471329662,0,1,1,1,578
999,12,45,34,1,4576,62,71,3,93,101,4,123,27,143,152,1,173,1,191,201,1,other,0.602941176,0.761967646,0.470990789,0,2,3,1,579
975,13,24,32,3,1258,63,73,3,92,101,3,123,57,143,152,1,172,1,191,201,1,other,0.294117647,0.944536151,0.470757296,0,1,1,3,580
905,11,12,32,3,1107,61,73,2,93,101,2,121,20,143,151,1,174,2,192,201,1,young,0.117647059,0.952844723,0.470479091,1,1,1,1,581
686,13,10,34,3,1347,65,74,4,93,101,2,122,27,143,152,2,173,1,192,201,1,other,0.088235294,0.939639045,0.470302203,0,1,1,1,582
954,11,12,32,0,1893,61,73,4,92,103,4,122,29,143,152,1,173,1,192,201,1,other,0.117647059,0.909596126,0.470184779,0,1,1,1,583
634,12,24,32,0,1355,61,72,3,92,101,4,123,25,143,152,1,172,1,192,201,2,young,0.294117647,0.939198856,0.469764311,0,1,1,1,584
969,11,11,34,0,3939,61,73,1,93,101,2,121,40,143,152,2,172,2,191,201,1,other,0.102941176,0.797017718,0.469759794,0,1,2,2,585
498,12,18,32,3,1301,61,75,4,94,103,2,121,32,143,152,1,172,1,191,201,1,other,0.205882353,0.942170133,0.469405114,0,1,1,1,586
737,11,18,32,0,4380,62,73,3,93,101,4,123,35,143,152,1,172,2,192,201,1,other,0.205882353,0.772752283,0.468893266,0,1,3,2,587
784,12,20,32,1,6468,65,71,1,91,101,4,121,60,143,152,1,174,1,192,201,1,other,0.235294118,0.657862881,0.468494325,0,1,3,3,588
980,12,30,34,2,8386,61,74,2,93,101,2,122,49,143,152,1,173,1,191,201,2,other,0.382352941,0.552327501,0.468467679,0,2,3,2,589
586,11,9,34,0,2799,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other,0.073529412,0.85974469,0.468206034,0,1,2,2,590
59,11,36,34,2,6229,61,72,4,92,102,4,124,23,143,151,2,172,1,192,201,2,young,0.470588235,0.671013536,0.468204981,1,2,3,1,591
906,11,21,32,0,3763,65,74,2,93,102,2,121,24,143,152,1,172,1,191,202,1,young,0.25,0.806701882,0.467913528,1,1,2,1,592
556,12,18,30,0,2278,62,72,3,92,101,3,123,28,143,152,2,173,1,191,201,2,other,0.205882353,0.888412017,0.467155542,0,1,2,1,593
193,14,6,32,3,2108,61,74,2,94,101,2,121,29,143,151,1,173,1,191,201,1,other,0.029411765,0.897766039,0.46707184,0,1,2,1,594
942,14,24,32,2,929,65,74,4,93,101,2,123,31,142,152,1,173,1,192,201,1,other,0.294117647,0.962638935,0.466373318,0,1,1,1,595
573,11,15,32,9,806,61,73,4,92,101,4,122,22,143,152,1,172,1,191,201,1,young,0.161764706,0.969406845,0.466264475,1,1,1,1,596
681,14,12,32,3,2279,65,73,4,93,101,4,124,37,143,153,1,173,1,192,201,1,other,0.117647059,0.888356994,0.466233312,0,1,2,2,597
911,12,24,34,2,4736,61,72,2,92,101,4,123,25,141,152,1,172,1,191,201,2,young,0.294117647,0.75316386,0.466160901,0,1,3,1,598
417,11,18,33,6,8471,65,73,1,92,101,2,123,23,143,151,2,173,1,192,201,1,young,0.205882353,0.54765049,0.465773552,1,1,3,1,599
289,11,24,33,3,1024,61,72,4,94,101,4,121,48,142,152,1,173,1,191,201,2,other,0.294117647,0.957411687,0.465400806,0,1,1,2,600
352,14,18,34,1,3229,65,71,2,93,101,4,124,38,143,152,1,174,1,192,201,1,other,0.205882353,0.836084516,0.465172131,0,1,2,2,601
952,12,24,32,1,4113,63,72,3,92,101,4,123,28,143,151,1,173,1,191,201,2,other,0.294117647,0.787443601,0.464786589,0,1,3,1,602
658,12,30,30,9,4221,61,73,2,92,101,1,123,28,143,152,2,173,1,191,201,1,other,0.382352941,0.781501045,0.46459299,0,2,3,1,603
896,11,21,32,3,2606,61,72,4,92,101,4,122,28,143,151,1,174,1,192,201,1,other,0.25,0.870364257,0.464253815,0,1,2,1,604
504,11,24,32,0,1207,61,72,4,92,101,4,122,24,143,151,1,173,1,191,201,2,young,0.294117647,0.947342357,0.463527443,1,1,1,1,605
644,11,18,34,3,1880,61,74,4,94,101,1,122,32,143,152,2,174,1,192,201,1,other,0.205882353,0.910311434,0.463477914,0,1,1,1,606
336,12,13,32,3,2101,61,72,2,92,103,4,122,23,143,152,1,172,1,191,201,1,young,0.132352941,0.898151205,0.463039531,1,1,2,1,607
725,14,6,34,0,250,64,73,2,92,101,2,121,41,141,152,2,172,1,191,201,1,other,0.029411765,1.0,0.462836297,0,1,1,2,608
820,14,12,32,0,1101,61,73,3,94,101,2,121,27,143,152,2,173,1,192,201,1,other,0.117647059,0.953174865,0.462788575,0,1,1,1,609
571,14,30,34,3,5954,61,74,3,93,102,2,123,38,143,152,1,173,1,191,201,1,other,0.382352941,0.686145042,0.462356214,0,2,3,2,610
456,11,11,34,0,3905,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other,0.102941176,0.798888522,0.462355913,0,1,2,2,611
132,14,15,32,2,2708,61,72,2,93,101,3,122,27,141,152,2,172,1,191,201,1,other,0.161764706,0.864751843,0.462297653,0,1,2,1,612
243,14,12,34,9,1185,61,73,3,92,101,2,121,27,143,152,2,173,1,191,201,1,other,0.117647059,0.948552878,0.46192867,0,1,1,1,613
525,12,26,32,1,7966,61,72,2,93,101,3,123,30,143,152,2,173,1,191,201,1,other,0.323529412,0.575437438,0.46182329,0,2,3,1,614
872,11,24,34,9,1382,62,74,4,93,101,1,121,26,143,152,2,173,1,192,201,1,other,0.294117647,0.937713217,0.461735975,0,1,1,1,615
103,12,9,34,2,1919,61,74,4,93,101,3,123,35,143,151,1,173,1,192,201,1,other,0.073529412,0.908165511,0.461710683,0,1,1,2,616
21,11,6,32,3,2647,63,73,2,93,101,3,121,44,143,151,1,173,2,191,201,1,other,0.029411765,0.868108287,0.461554118,0,1,2,2,617
32,12,18,32,0,5866,62,73,2,93,101,2,123,30,143,152,2,173,1,192,201,1,other,0.205882353,0.690987124,0.461433081,0,1,3,1,618
982,13,21,32,0,2923,62,73,1,92,101,1,123,28,141,152,1,174,1,192,201,1,other,0.25,0.852921756,0.461008699,0,1,2,1,619
492,14,6,34,3,1237,62,73,1,92,101,1,122,27,143,152,2,173,1,191,201,1,other,0.029411765,0.945691647,0.460484356,0,1,1,1,620
548,11,12,31,3,626,61,73,4,92,101,4,121,24,141,152,1,172,1,191,201,2,young,0.117647059,0.979311104,0.459899193,1,1,1,1,621
756,13,6,34,0,1299,61,73,1,93,101,1,121,74,143,152,3,171,2,191,202,1,other,0.029411765,0.94228018,0.459849664,0,1,1,3,622
209,14,12,32,1,1413,64,74,3,93,101,2,122,55,143,152,1,173,1,191,202,1,other,0.117647059,0.936007483,0.459594643,0,1,1,3,623
649,11,12,32,6,684,61,73,4,93,101,4,123,40,143,151,1,172,2,191,201,2,other,0.117647059,0.976119731,0.459305449,0,1,1,2,624
572,14,24,32,1,5433,65,71,2,92,101,4,122,26,143,151,1,174,1,192,201,1,other,0.294117647,0.714812369,0.459025739,0,1,3,1,625
196,14,6,34,3,1382,61,73,1,92,101,1,123,28,143,152,2,173,1,192,201,1,other,0.029411765,0.937713217,0.458999997,0,1,1,1,626
789,11,40,34,6,5998,61,73,4,93,101,3,124,27,141,152,1,173,1,192,201,2,other,0.529411765,0.683724001,0.458257817,0,2,3,1,627
136,14,27,33,1,8613,64,73,2,93,101,2,123,27,143,152,2,173,1,191,201,1,other,0.338235294,0.53983713,0.457935955,0,2,3,1,628
897,14,12,34,2,1592,64,74,3,92,101,2,122,35,143,152,1,173,1,191,202,1,other,0.117647059,0.926158248,0.457762228,0,1,1,2,629
187,12,16,34,0,1175,61,71,2,93,101,3,123,68,143,153,3,171,1,192,201,1,other,0.176470588,0.949103114,0.457471076,0,1,1,3,630
142,11,27,32,3,3416,61,73,3,93,101,2,123,27,143,152,1,174,1,191,201,1,other,0.338235294,0.825795092,0.45687387,0,2,2,1,631
569,11,48,32,3,6758,61,73,3,92,101,2,123,31,143,152,1,173,1,192,201,2,other,0.647058824,0.64190602,0.456861676,0,2,3,1,632
114,11,12,32,3,1680,63,75,3,94,101,1,121,35,143,152,1,173,1,191,201,1,other,0.117647059,0.921316166,0.456861375,0,1,1,2,633
659,12,18,34,2,6361,61,75,2,93,101,1,124,41,143,152,1,173,1,192,201,1,other,0.205882353,0.663750413,0.456365786,0,1,3,2,634
945,12,48,30,0,8358,63,72,1,92,101,1,123,30,143,152,2,173,1,191,201,1,other,0.647058824,0.553868163,0.455986416,0,2,3,1,635
840,11,36,32,2,5179,61,74,4,93,101,2,122,29,143,152,1,173,1,191,201,2,other,0.470588235,0.728788379,0.455697975,0,2,3,1,636
23,12,12,34,1,1804,62,72,3,93,101,4,122,44,143,152,1,173,1,191,201,1,other,0.117647059,0.914493232,0.455591992,0,1,1,2,637
615,12,48,30,9,12204,65,73,2,93,101,2,123,48,141,152,1,174,1,192,201,1,other,0.647058824,0.342247166,0.455374758,0,2,3,2,638
309,12,9,32,0,276,61,73,4,94,101,4,121,22,143,151,1,172,1,191,201,1,young,0.073529412,0.998569385,0.455274195,1,1,1,1,639
363,14,6,32,2,1766,61,73,1,94,101,2,122,21,143,151,1,173,1,191,201,1,young,0.029411765,0.916584131,0.455069004,1,1,1,1,640
622,14,48,32,9,3914,65,73,4,91,101,2,121,38,141,152,1,173,1,191,201,2,other,0.647058824,0.798393309,0.454967839,0,2,2,2,641
916,14,10,32,1,2848,62,73,1,93,102,2,121,32,143,152,1,173,2,191,201,1,other,0.088235294,0.857048531,0.454936526,0,1,2,1,642
433,14,24,34,5,2058,61,73,4,91,101,2,121,33,143,152,2,173,1,192,201,1,other,0.294117647,0.900517222,0.45481579,0,1,2,1,643
700,14,12,32,2,1123,63,73,4,92,101,4,123,29,143,151,1,172,1,191,201,2,other,0.117647059,0.951964345,0.454811424,0,1,1,1,644
655,11,14,32,0,3973,61,71,1,93,101,4,124,22,143,153,1,173,1,191,201,1,young,0.147058824,0.795146913,0.454363858,1,1,2,1,645
714,12,60,32,0,14027,61,74,4,93,101,2,124,27,143,152,1,174,1,192,201,2,other,0.823529412,0.241939034,0.454040641,0,3,3,1,646
979,12,15,31,0,1264,62,73,2,94,101,2,122,25,143,151,1,173,1,191,201,2,young,0.161764706,0.944206009,0.453824009,0,1,1,1,647
275,14,9,32,3,2697,61,73,1,93,101,2,121,32,143,152,1,173,2,191,201,1,other,0.073529412,0.865357104,0.453746328,0,1,2,1,648
78,14,54,30,1,9436,65,73,2,93,101,2,122,39,143,152,1,172,2,191,201,1,other,0.735294118,0.494552658,0.453614904,0,3,3,2,649
304,14,48,34,0,10127,63,73,2,93,101,2,124,44,141,153,1,173,1,191,201,2,other,0.647058824,0.456531308,0.45338111,0,2,3,2,650
489,14,6,32,0,3518,61,73,2,93,103,3,122,26,143,151,1,173,1,191,201,1,other,0.029411765,0.820182679,0.452637726,0,1,2,1,651
694,14,24,32,3,2284,61,74,4,93,101,2,123,28,143,152,1,173,1,192,201,1,other,0.294117647,0.888081875,0.452502237,0,1,2,1,652
652,11,24,32,0,2303,61,75,4,93,102,1,121,45,143,152,1,173,1,191,201,2,other,0.294117647,0.887036426,0.452307734,0,1,2,2,653
385,14,18,34,3,2238,61,73,2,92,101,1,123,25,143,152,2,173,1,191,201,1,young,0.205882353,0.890612964,0.452061144,0,1,2,1,654
922,11,9,32,3,1366,61,72,3,92,101,4,122,22,143,151,1,173,1,191,201,2,young,0.073529412,0.938593595,0.451867846,1,1,1,1,655
673,14,6,34,0,2080,63,73,1,94,101,2,123,24,143,152,1,173,1,191,201,1,young,0.029411765,0.899306702,0.451854598,1,1,2,1,656
85,14,12,34,9,1412,61,73,4,92,103,2,121,29,143,152,2,174,1,192,201,1,other,0.117647059,0.936062507,0.451852942,0,1,1,1,657
259,14,11,34,3,1154,62,71,4,92,101,4,121,57,143,152,3,172,1,191,201,1,other,0.102941176,0.950258611,0.4517581,0,1,1,3,658
830,14,24,33,9,2375,63,73,4,93,101,2,123,44,143,152,2,173,2,192,201,1,other,0.294117647,0.883074722,0.451570673,0,1,2,2,659
516,11,6,34,0,1361,61,72,2,93,101,4,121,40,143,152,1,172,2,191,202,1,other,0.029411765,0.938868714,0.451463035,0,1,1,2,660
376,14,18,33,3,2320,61,71,2,94,101,3,121,34,143,152,2,173,1,191,201,1,other,0.205882353,0.886101023,0.451221713,0,1,2,1,661
603,14,36,32,2,3349,61,73,4,92,101,2,123,28,143,152,1,174,1,192,201,2,other,0.470588235,0.829481677,0.451175798,0,2,2,1,662
366,14,18,34,1,3850,61,74,3,93,101,1,123,27,143,152,2,173,1,191,201,1,other,0.205882353,0.801914823,0.451063041,0,1,2,1,663
204,14,12,34,0,1495,61,75,4,93,101,1,121,38,143,152,2,172,2,191,201,1,other,0.117647059,0.931495543,0.451003275,0,1,1,2,664
862,11,24,32,3,2439,61,72,4,92,101,4,121,35,143,152,1,173,1,192,201,2,other,0.294117647,0.879553208,0.450915508,0,1,2,2,665
564,12,24,33,9,4712,65,73,4,93,101,2,122,37,141,152,2,174,1,192,201,1,other,0.294117647,0.754484428,0.450902712,0,1,3,2,666
31,11,24,32,2,4020,61,73,2,93,101,2,123,27,142,152,1,173,1,191,201,1,other,0.294117647,0.792560801,0.45023475,0,1,3,1,667
741,12,10,31,3,1048,61,73,4,93,101,4,121,23,142,152,1,172,1,191,201,1,young,0.088235294,0.956091119,0.45010724,1,1,1,1,668
143,11,18,32,2,2462,61,73,2,93,101,2,123,22,143,152,1,173,1,191,201,2,young,0.205882353,0.878287664,0.449768065,1,1,2,1,669
112,12,18,32,0,6260,61,74,3,93,101,3,121,28,143,151,1,172,1,191,201,1,other,0.205882353,0.669307802,0.449647781,0,1,3,1,670
461,11,15,32,0,1721,61,72,2,93,101,3,121,36,143,152,1,173,1,191,201,1,other,0.161764706,0.919060196,0.449145718,0,1,1,2,671
926,11,18,34,2,1049,61,72,4,92,101,4,122,21,143,151,1,173,1,191,201,1,young,0.205882353,0.956036096,0.448729014,1,1,1,1,672
815,12,36,33,0,7432,61,73,2,92,101,2,122,54,143,151,1,173,1,191,201,1,other,0.470588235,0.604820073,0.44813798,0,2,3,3,673
693,11,6,34,0,4716,65,72,1,93,101,3,121,44,143,152,2,172,2,191,201,1,other,0.029411765,0.754264334,0.448125786,0,1,3,2,674
297,14,10,32,0,1287,65,75,4,93,102,2,122,45,143,152,1,172,1,191,202,1,other,0.088235294,0.942940464,0.447660606,0,1,1,2,675
290,14,12,32,9,1076,61,73,2,94,101,2,121,26,143,152,1,173,1,192,202,1,other,0.117647059,0.954550457,0.447540623,0,1,1,1,676
505,14,10,32,0,1309,65,73,4,93,103,4,122,27,143,152,1,172,1,191,201,2,other,0.088235294,0.941729944,0.447435393,0,1,1,1,677
111,13,15,32,6,392,61,72,4,92,101,4,122,23,143,151,1,173,1,192,201,1,young,0.161764706,0.99218664,0.447246762,1,1,1,1,678
987,14,13,32,3,1409,62,71,2,92,101,4,121,64,143,152,1,173,1,191,201,1,other,0.132352941,0.936227578,0.446867693,0,1,1,3,679
940,14,12,32,0,3527,65,72,2,93,101,3,122,45,143,152,1,174,2,192,201,1,other,0.117647059,0.819687466,0.445705648,0,1,2,2,680
819,11,18,32,3,1345,61,73,4,94,101,3,121,26,141,152,1,173,1,191,201,2,other,0.205882353,0.939749092,0.445698873,0,1,1,1,681
841,14,21,33,1,2993,61,73,3,93,101,2,121,28,142,152,2,172,1,191,201,1,other,0.25,0.8490701,0.444788236,0,1,2,1,682
859,14,9,32,0,3577,62,73,1,93,103,2,121,26,143,151,1,173,2,191,202,1,other,0.073529412,0.816936283,0.444737804,0,1,2,1,683
527,14,4,34,3,1503,61,74,2,93,101,1,121,42,143,152,2,172,2,191,201,1,other,0.0,0.931055354,0.44453743,0,1,1,2,684
547,14,24,32,3,1552,61,74,3,93,101,1,123,32,141,152,1,173,2,191,201,1,other,0.294117647,0.928359194,0.444491815,0,1,1,1,685
647,14,12,32,0,1386,63,73,2,92,101,2,122,26,143,152,1,173,1,191,201,2,other,0.117647059,0.937493122,0.444367165,0,1,1,1,686
144,14,21,34,2,2288,61,72,4,92,101,4,122,23,143,152,1,173,1,192,201,1,young,0.25,0.887861781,0.444253355,1,1,2,1,687
438,11,42,34,5,3394,61,71,4,93,102,4,123,65,143,152,2,171,1,191,201,1,other,0.558823529,0.827005612,0.443875189,0,2,2,3,688
631,11,18,31,2,1553,61,73,4,93,101,3,123,44,141,152,1,173,1,191,201,2,other,0.205882353,0.928304171,0.443569586,0,1,1,2,689
64,14,24,32,3,3181,61,72,4,92,101,4,122,26,143,152,1,173,1,192,201,1,other,0.294117647,0.838725652,0.443319684,0,1,2,1,690
251,13,12,32,2,2251,61,73,1,92,101,2,123,46,143,152,1,172,1,191,201,1,other,0.117647059,0.889897656,0.443264133,0,1,2,2,691
579,14,24,32,8,937,61,72,4,94,101,3,123,27,143,152,2,172,1,191,201,1,other,0.294117647,0.962198745,0.443035608,0,1,1,1,692
107,12,12,32,0,6078,61,74,2,93,101,2,123,32,143,152,1,173,1,191,201,1,other,0.117647059,0.679322109,0.442846977,0,1,3,1,693
165,14,6,32,2,2978,63,73,1,93,101,2,123,32,143,152,1,173,1,192,201,1,other,0.029411765,0.849895455,0.442661808,0,1,2,1,694
506,13,15,34,1,2360,63,73,2,93,101,2,123,36,143,152,1,173,1,192,201,1,other,0.161764706,0.883900077,0.442604301,0,1,2,2,695
521,11,18,32,3,3190,61,73,2,92,101,2,121,24,143,152,1,173,1,191,201,2,young,0.205882353,0.838230439,0.442315558,1,1,2,1,696
850,11,20,34,0,2235,61,73,4,94,103,2,122,33,141,151,2,173,1,191,202,2,other,0.235294118,0.890778035,0.442059935,0,1,2,1,697
55,14,6,31,0,783,65,73,1,93,103,2,121,26,142,152,1,172,2,191,201,1,other,0.029411765,0.970672389,0.441876122,0,1,1,1,698
650,11,48,32,6,7476,61,74,4,93,101,1,124,50,143,153,1,174,1,192,201,1,other,0.647058824,0.602399032,0.441759601,0,2,3,3,699
946,11,24,31,2,3349,63,72,4,93,101,4,124,30,143,153,1,173,2,192,201,2,other,0.294117647,0.829481677,0.441599874,0,1,2,1,700
260,11,12,32,2,1657,61,73,2,93,101,2,121,27,143,152,1,173,1,191,201,1,other,0.117647059,0.92258171,0.441592949,0,1,1,1,701
241,14,6,32,3,1595,61,74,3,93,101,2,122,51,143,152,1,173,2,191,201,1,other,0.029411765,0.925993177,0.441315648,0,1,1,3,702
698,14,18,34,3,1800,61,73,4,93,101,2,123,24,143,152,2,173,1,191,201,1,young,0.205882353,0.914713327,0.441041057,1,1,1,1,703
920,14,18,34,2,1817,61,73,4,92,101,2,124,28,143,152,2,173,1,191,201,1,other,0.205882353,0.913777925,0.440867028,0,1,1,1,704
38,13,10,32,4,1225,61,73,2,93,101,2,123,37,143,152,1,173,1,192,201,1,other,0.088235294,0.946351931,0.44054336,0,1,1,2,705
331,14,18,34,6,1864,62,73,4,92,101,2,121,30,143,152,2,173,1,191,201,2,other,0.205882353,0.911191812,0.440385891,0,1,1,1,706
983,11,36,32,1,8229,61,73,2,93,101,2,122,26,143,152,1,173,2,191,201,2,other,0.470588235,0.560966215,0.439979123,0,2,3,1,707
295,12,48,32,2,9960,61,72,1,92,101,2,123,26,143,152,1,173,1,192,201,2,other,0.647058824,0.46572026,0.439586806,0,2,3,1,708
842,14,18,32,5,1943,61,72,4,92,101,4,121,23,143,152,1,173,1,191,201,2,young,0.205882353,0.906844943,0.439577171,1,1,1,1,709
249,14,18,32,3,433,61,71,3,92,102,4,121,22,143,151,1,173,1,191,201,2,young,0.205882353,0.98993067,0.439531105,1,1,1,1,710
464,14,18,32,9,1950,61,74,4,93,101,1,123,34,142,152,2,173,1,192,201,1,other,0.205882353,0.906459778,0.439505513,0,1,1,1,711
837,14,4,32,2,601,61,72,1,92,101,3,121,23,143,151,1,172,2,191,201,1,young,0.0,0.980686695,0.438267292,1,1,1,1,712
129,11,12,34,0,3499,61,73,3,92,102,2,121,29,143,152,2,173,1,191,201,2,other,0.117647059,0.821228128,0.438240345,0,1,2,1,713
131,11,36,33,6,6887,61,73,4,93,101,3,122,29,142,152,1,173,1,192,201,2,other,0.470588235,0.634807967,0.438213247,0,2,3,1,714
76,11,42,32,3,3965,61,72,4,93,101,3,123,34,143,152,1,173,1,191,201,2,other,0.558823529,0.795587102,0.438029885,0,2,2,1,715
908,14,15,33,1,3594,61,72,1,92,101,2,122,46,143,152,2,172,1,191,201,1,other,0.161764706,0.81600088,0.43772383,0,1,2,2,716
347,12,24,32,3,3758,63,71,1,92,101,4,124,23,143,151,1,171,1,191,201,1,young,0.294117647,0.806977,0.437412958,1,1,2,1,717
185,14,15,34,3,1360,61,73,4,93,101,2,122,31,143,152,2,173,1,191,201,1,other,0.161764706,0.938923737,0.437337385,0,1,1,1,718
606,14,24,34,9,4526,61,73,3,93,101,2,121,74,143,152,1,174,1,192,201,1,other,0.294117647,0.764718829,0.43730291,0,1,3,3,719
218,11,24,32,2,3021,61,73,2,91,101,2,121,24,143,151,1,172,1,191,201,1,young,0.294117647,0.847529438,0.437205659,1,1,2,1,720
318,14,12,34,6,701,61,73,4,93,101,2,123,32,143,152,2,173,1,191,201,1,other,0.117647059,0.975184329,0.435875607,0,1,1,1,721
25,11,6,32,2,1374,61,73,1,93,101,2,121,36,141,152,1,172,1,192,201,1,other,0.029411765,0.938153406,0.435826078,0,1,1,2,722
222,14,12,32,3,707,61,73,4,93,101,2,121,30,141,152,2,173,1,191,201,1,other,0.117647059,0.974854187,0.435814185,0,1,1,1,723
526,14,15,34,6,1532,62,73,4,92,101,3,123,31,143,152,1,173,1,191,201,1,other,0.161764706,0.929459668,0.435576628,0,1,1,1,724
779,12,18,32,5,3872,61,71,2,92,101,4,123,67,143,152,1,173,1,192,201,1,other,0.205882353,0.800704303,0.435333951,0,1,2,3,725
510,11,12,32,0,759,61,74,4,93,101,2,121,26,143,152,1,173,1,191,201,2,other,0.117647059,0.971992957,0.435281863,0,1,1,1,726
966,12,27,34,3,2520,63,73,4,93,101,2,122,23,143,152,2,172,1,191,201,2,young,0.338235294,0.875096291,0.435038435,1,2,2,1,727
885,11,12,32,6,795,61,72,4,92,101,4,122,53,143,152,1,173,1,191,201,2,other,0.117647059,0.970012105,0.434913333,0,1,1,3,728
734,14,4,34,0,3380,61,74,1,92,101,1,121,37,143,152,1,173,2,191,201,1,other,0.0,0.827775944,0.433074594,0,1,2,2,729
559,12,18,34,2,1928,61,72,2,93,101,2,121,31,143,152,2,172,1,191,201,2,other,0.205882353,0.907670298,0.431978788,0,1,1,1,730
378,12,36,32,0,14318,61,75,4,93,101,2,124,57,143,153,1,174,1,192,201,2,other,0.470588235,0.225927149,0.431909839,0,2,3,3,731
24,14,10,34,2,2069,65,73,2,94,101,1,123,26,143,152,2,173,1,191,202,1,other,0.088235294,0.899911962,0.431903366,0,1,2,1,732
39,12,9,32,3,458,61,73,4,93,101,3,121,24,143,152,1,173,1,191,201,1,young,0.073529412,0.988555079,0.430155254,1,1,1,1,733
