StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25
14,24,32,43,1376,63,74,4,92,101,1,123,28,143,152,1,173,1,191,201,1,other,0.294117647,0.938043359,0.415285769,0
14,60,33,43,15653,61,74,2,93,101,4,123,21,143,152,2,173,1,192,201,1,young,0.823529412,0.152470562,0.615689918,1
14,12,32,43,1493,61,72,4,92,101,3,123,34,143,152,1,173,2,191,201,1,other,0.117647059,0.93160559,0.381256307,0
11,42,33,43,4370,61,74,3,93,101,2,122,26,141,152,2,173,2,192,201,2,other,0.558823529,0.77330252,0.557914924,0
11,18,32,46,750,61,71,4,92,101,1,121,27,143,152,1,171,1,191,201,2,other,0.205882353,0.97248817,0.219231725,0
12,15,32,45,1308,61,75,4,93,101,4,123,38,143,152,2,172,1,191,201,1,other,0.161764706,0.941784968,0.600660404,0
14,15,32,46,4623,62,73,3,93,101,2,122,40,143,152,1,174,1,192,201,2,other,0.161764706,0.759381534,0.411686122,0
14,24,34,43,1851,61,74,4,94,103,2,123,33,143,152,2,173,1,192,201,1,other,0.294117647,0.91190712,0.503446468,0
11,18,34,43,1880,61,74,4,94,101,1,122,32,143,152,2,174,1,192,201,1,other,0.205882353,0.910311434,0.463477914,0
14,36,33,49,7980,65,72,4,93,101,4,123,27,143,151,2,173,1,192,201,2,other,0.470588235,0.574667107,0.473535878,0
11,30,30,42,4583,61,73,2,91,103,2,121,32,143,152,2,173,1,191,201,1,other,0.382352941,0.76158248,0.507398838,0
14,12,32,40,1386,63,73,2,92,101,2,122,26,143,152,1,173,1,191,201,2,other,0.117647059,0.937493122,0.444367165,0
13,24,32,40,947,61,74,4,93,101,3,124,38,141,153,1,173,2,191,201,2,other,0.294117647,0.961648509,0.51270068,0
11,12,32,46,684,61,73,4,93,101,4,123,40,143,151,1,172,2,191,201,2,other,0.117647059,0.976119731,0.459305449,0
11,48,32,46,7476,61,74,4,93,101,1,124,50,143,153,1,174,1,192,201,1,other,0.647058824,0.602399032,0.441759601,0
12,12,32,42,1922,61,73,4,93,101,2,122,37,143,152,1,172,1,191,201,2,other,0.117647059,0.90800044,0.353608837,0
11,24,32,40,2303,61,75,4,93,102,1,121,45,143,152,1,173,1,191,201,2,other,0.294117647,0.887036426,0.452307734,0
12,36,33,40,8086,62,75,2,93,101,4,123,42,143,152,4,174,1,192,201,2,other,0.470588235,0.568834599,0.790280217,0
14,24,34,41,2346,61,74,4,93,101,3,123,35,143,152,2,173,1,192,201,1,other,0.294117647,0.884670408,0.544890801,0
11,14,32,40,3973,61,71,1,93,101,4,124,22,143,153,1,173,1,191,201,1,young,0.147058824,0.795146913,0.454363858,1
12,12,32,40,888,61,75,4,93,101,4,123,41,141,152,1,172,2,191,201,2,other,0.117647059,0.964894905,0.550240365,0
14,48,32,43,10222,65,74,4,93,101,3,123,37,142,152,1,173,1,192,201,1,other,0.647058824,0.451304061,0.483416351,0
12,30,30,49,4221,61,73,2,92,101,1,123,28,143,152,2,173,1,191,201,1,other,0.382352941,0.781501045,0.46459299,0
12,18,34,42,6361,61,75,2,93,101,1,124,41,143,152,1,173,1,192,201,1,other,0.205882353,0.663750413,0.456365786,0
13,12,32,43,1297,61,73,3,94,101,4,121,23,143,151,1,173,1,191,201,1,young,0.117647059,0.942390228,0.507293759,1
11,12,32,40,900,65,73,4,94,101,2,123,23,143,152,1,173,1,191,201,2,young,0.117647059,0.964234621,0.387326824,1
14,21,32,42,2241,61,75,4,93,101,2,121,50,143,152,2,173,1,191,201,1,other,0.25,0.890447893,0.537757747,0
12,6,33,42,1050,61,71,4,93,101,1,122,35,142,152,2,174,1,192,201,1,other,0.029411765,0.955981072,0.29960797,0
13,6,34,46,1047,61,73,2,92,101,4,122,50,143,152,1,172,1,191,201,1,other,0.029411765,0.956146143,0.501189068,0
14,24,34,410,6314,61,71,4,93,102,2,124,27,141,152,2,174,1,192,201,1,other,0.294117647,0.666336525,0.341479846,0
12,30,31,42,3496,64,73,4,93,101,2,123,34,142,152,1,173,2,192,201,1,other,0.382352941,0.821393199,0.409999282,0
14,48,31,49,3609,61,73,1,92,101,1,121,27,142,152,1,173,1,191,201,1,other,0.647058824,0.815175525,0.504601739,0
11,12,34,40,4843,61,75,3,93,102,4,122,43,143,151,2,173,1,192,201,2,other,0.117647059,0.747276329,0.610528382,0
13,30,34,43,3017,61,75,4,93,101,4,122,47,143,152,1,173,1,191,201,1,other,0.382352941,0.847749532,0.600949297,0
14,24,34,49,4139,62,73,3,93,101,3,122,27,143,152,2,172,1,192,201,1,other,0.294117647,0.786012986,0.487776242,0
14,36,32,49,5742,62,74,2,93,101,2,123,31,143,152,2,173,1,192,201,1,other,0.470588235,0.697810058,0.558461698,0
14,60,32,40,10366,61,75,2,93,101,4,122,42,143,152,1,174,1,192,201,1,other,0.823529412,0.443380654,0.693068539,0
14,6,34,40,2080,63,73,1,94,101,2,123,24,143,152,1,173,1,191,201,1,young,0.029411765,0.899306702,0.451854598,1
14,21,33,49,2580,63,72,4,93,101,2,121,41,141,152,1,172,2,191,201,2,other,0.25,0.871794872,0.324985092,0
14,30,34,43,4530,61,74,4,92,101,4,123,26,143,151,1,174,1,192,201,1,other,0.382352941,0.764498734,0.562204963,0
14,24,34,42,5150,61,75,4,93,101,4,123,33,143,152,1,173,1,192,201,1,other,0.294117647,0.730384065,0.562697993,0
12,72,32,43,5595,62,73,2,94,101,2,123,24,143,152,1,173,1,191,201,2,young,1.0,0.705898536,0.565438487,1
11,24,32,43,2384,61,75,4,93,101,4,121,64,141,151,1,172,1,191,201,1,other,0.294117647,0.882579509,0.56775761,0
14,18,32,43,1453,61,72,3,92,101,1,121,26,143,152,1,173,1,191,201,1,other,0.205882353,0.933806537,0.33606615,0
14,6,32,46,1538,61,72,1,92,101,2,124,56,143,152,1,173,1,191,201,1,other,0.029411765,0.929129526,0.410891403,0
14,12,32,43,2279,65,73,4,93,101,4,124,37,143,153,1,173,1,192,201,1,other,0.117647059,0.888356994,0.466233312,0
14,15,33,43,1478,61,73,4,94,101,3,121,33,141,152,2,173,1,191,201,1,other,0.161764706,0.932430945,0.482641051,0
14,24,34,43,5103,61,72,3,94,101,3,124,47,143,153,3,173,1,192,201,1,other,0.294117647,0.732970177,0.501163626,0
12,36,33,49,9857,62,74,1,93,101,3,122,31,143,152,2,172,2,192,201,1,other,0.470588235,0.471387697,0.570600173,0
14,60,32,40,6527,65,73,4,93,101,4,124,34,143,153,1,173,2,192,201,1,other,0.823529412,0.654616485,0.554073655,0
13,10,34,43,1347,65,74,4,93,101,2,122,27,143,152,2,173,1,192,201,1,other,0.088235294,0.939639045,0.470302203,0
12,36,33,40,2862,62,75,4,93,101,3,124,30,143,153,1,173,1,191,201,1,other,0.470588235,0.8562782,0.572440267,0
14,9,32,43,2753,62,75,3,93,102,4,123,35,143,152,1,173,1,192,201,1,other,0.073529412,0.862275779,0.577204066,0
11,12,32,40,3651,64,73,1,93,101,3,122,31,143,152,1,173,2,191,201,1,other,0.117647059,0.812864532,0.498699831,0
11,15,34,42,975,61,73,2,91,101,3,122,25,143,152,2,173,1,191,201,1,young,0.161764706,0.960107846,0.549805746,0
12,15,32,45,2631,62,73,3,92,101,2,121,25,143,152,1,172,1,191,201,1,young,0.161764706,0.868988665,0.385566519,0
12,24,32,43,2896,62,72,2,93,101,1,123,29,143,152,1,173,1,191,201,1,other,0.294117647,0.854407395,0.368717837,0
11,6,34,40,4716,65,72,1,93,101,3,121,44,143,152,2,172,2,191,201,1,other,0.029411765,0.754264334,0.448125786,0
14,24,32,43,2284,61,74,4,93,101,2,123,28,143,152,1,173,1,192,201,1,other,0.294117647,0.888081875,0.452502237,0
14,6,32,41,1236,63,73,2,93,101,4,122,50,143,151,1,173,1,191,201,1,other,0.029411765,0.945746671,0.522510097,0
12,12,32,43,1103,61,74,4,93,103,3,121,29,143,152,2,173,1,191,202,1,other,0.117647059,0.953064818,0.524783605,0
14,12,34,40,926,61,71,1,92,101,2,122,38,143,152,1,171,1,191,201,1,other,0.117647059,0.962804006,0.340549035,0
14,18,34,43,1800,61,73,4,93,101,2,123,24,143,152,2,173,1,191,201,1,young,0.205882353,0.914713327,0.441041057,1
13,15,32,46,1905,61,75,4,93,101,4,123,40,143,151,1,174,1,192,201,1,other,0.161764706,0.908935842,0.594548939,0
14,12,32,42,1123,63,73,4,92,101,4,123,29,143,151,1,172,1,191,201,2,other,0.117647059,0.951964345,0.454811424,0
11,48,34,41,6331,61,75,4,93,101,4,124,46,143,153,2,173,1,192,201,2,other,0.647058824,0.665401122,0.662783246,0
13,24,32,43,1377,62,75,4,92,101,2,124,47,143,153,1,173,1,192,201,1,other,0.294117647,0.937988335,0.508298787,0
12,30,33,49,2503,62,75,4,93,101,2,122,41,142,152,2,173,1,191,201,1,other,0.382352941,0.876031694,0.559699467,0
12,27,32,49,2528,61,72,4,92,101,1,122,32,143,152,1,173,2,192,201,1,other,0.338235294,0.874656102,0.318677469,0
14,15,32,40,5324,63,75,1,92,101,4,124,35,143,153,1,173,1,191,201,1,other,0.161764706,0.720809948,0.629316215,0
12,48,32,40,6560,62,74,3,93,101,2,122,24,143,152,1,173,1,191,201,2,young,0.647058824,0.652800704,0.505400222,1
12,12,30,42,2969,61,72,4,92,101,3,122,25,143,151,2,173,1,191,201,2,young,0.117647059,0.850390668,0.412658182,0
12,9,32,43,1206,61,75,4,92,101,4,121,25,143,152,1,173,1,191,201,1,young,0.073529412,0.947397381,0.562032892,0
12,9,32,43,2118,61,73,2,93,101,2,121,37,143,152,1,172,2,191,201,1,other,0.073529412,0.897215803,0.405409962,0
14,18,34,43,629,63,75,4,93,101,3,122,32,141,152,2,174,1,192,201,1,other,0.205882353,0.979146033,0.615819235,0
11,6,31,46,1198,61,75,4,92,101,4,124,35,143,153,1,173,1,191,201,2,other,0.029411765,0.94783757,0.553906853,0
14,21,32,41,2476,65,75,4,93,101,4,121,46,143,152,1,174,1,192,201,1,other,0.25,0.877517332,0.605119504,0
11,9,34,43,1138,61,73,4,93,101,4,121,25,143,152,2,172,1,191,201,1,young,0.073529412,0.95113899,0.492961563,0
12,60,32,40,14027,61,74,4,93,101,2,124,27,143,152,1,174,1,192,201,2,other,0.823529412,0.241939034,0.454040641,0
14,30,34,41,7596,65,75,1,93,101,4,123,63,143,152,2,173,1,191,201,1,other,0.382352941,0.595796192,0.693609141,0
14,30,34,43,3077,65,75,3,93,101,2,123,40,143,152,2,173,2,192,201,1,other,0.382352941,0.844448113,0.584831204,0
14,18,32,43,1505,61,73,4,93,101,2,124,32,143,153,1,174,1,192,201,1,other,0.205882353,0.930945306,0.420805146,0
13,24,34,43,3148,65,73,3,93,101,2,123,31,143,152,2,173,1,192,201,1,other,0.294117647,0.840541433,0.474665255,0
12,20,30,41,6148,62,75,3,94,101,4,123,31,141,152,2,173,1,192,201,1,other,0.235294118,0.675470452,0.619056974,0
13,9,30,43,1337,61,72,4,93,101,2,123,34,143,152,2,174,1,192,201,2,other,0.073529412,0.940189281,0.397901152,0
12,6,31,46,433,64,72,4,92,101,2,122,24,141,151,1,173,2,191,201,2,young,0.029411765,0.98993067,0.329179988,1
11,12,32,40,1228,61,73,4,92,101,2,121,24,143,152,1,172,1,191,201,2,young,0.117647059,0.94618686,0.360713287,1
12,9,32,43,790,63,73,4,92,101,3,121,66,143,152,1,172,1,191,201,1,other,0.073529412,0.970287224,0.403500769,0
14,27,32,40,2570,61,73,3,92,101,3,121,21,143,151,1,173,1,191,201,2,young,0.338235294,0.872345108,0.488790152,1
14,6,34,40,250,64,73,2,92,101,2,121,41,141,152,2,172,1,191,201,1,other,0.029411765,1.0,0.462836297,0
14,15,34,43,1316,63,73,2,94,101,2,122,47,143,152,2,172,1,191,201,1,other,0.161764706,0.941344778,0.476547501,0
11,18,32,43,1882,61,73,4,92,101,4,123,25,141,151,2,173,1,191,201,2,young,0.205882353,0.910201387,0.533224882,0
12,48,31,49,6416,61,75,4,92,101,3,124,59,143,151,1,173,1,191,201,2,other,0.647058824,0.660724111,0.568889848,0
13,24,34,49,1275,64,73,2,91,101,4,121,36,143,152,2,173,1,192,201,1,other,0.294117647,0.943600748,0.617870089,0
12,24,33,43,6403,61,72,1,93,101,2,123,33,143,152,1,173,1,191,201,1,other,0.294117647,0.661439419,0.410336198,0
11,24,32,43,1987,61,73,2,93,101,4,121,21,143,151,1,172,2,191,201,2,young,0.294117647,0.904423902,0.540813932,1
12,8,32,43,760,61,74,4,92,103,2,121,44,143,152,1,172,1,191,201,1,other,0.058823529,0.971937933,0.4010719,0
14,24,32,41,2603,64,73,2,92,101,4,123,28,143,151,1,173,1,192,201,1,other,0.294117647,0.870529328,0.557763778,0
14,4,34,40,3380,61,74,1,92,101,1,121,37,143,152,1,173,2,191,201,1,other,0.0,0.827775944,0.433074594,0
12,36,31,44,3990,65,72,3,92,101,2,124,29,141,152,1,171,1,191,201,1,other,0.470588235,0.794211511,0.359342588,0
12,24,32,41,11560,61,73,1,92,101,4,123,23,143,151,2,174,1,191,201,2,young,0.294117647,0.377682403,0.566846521,1
11,18,32,40,4380,62,73,3,93,101,4,123,35,143,152,1,172,2,192,201,1,other,0.205882353,0.772752283,0.468893266,0
14,6,34,40,6761,61,74,1,93,101,3,124,45,143,152,2,174,2,192,201,1,other,0.029411765,0.641740949,0.566726086,0
12,30,30,49,4280,62,73,4,92,101,4,123,26,143,151,2,172,1,191,201,2,other,0.382352941,0.778254649,0.518252575,0
11,24,31,40,2325,62,74,2,93,101,3,123,32,141,152,1,173,1,191,201,1,other,0.294117647,0.885825905,0.560609653,0
12,10,31,43,1048,61,73,4,93,101,4,121,23,142,152,1,172,1,191,201,1,young,0.088235294,0.956091119,0.45010724,1
14,21,32,43,3160,65,75,4,93,101,3,122,41,143,152,1,173,1,192,201,1,other,0.25,0.839881149,0.528349981,0
11,24,31,42,2483,63,73,4,93,101,4,121,22,142,152,1,173,1,192,201,1,young,0.294117647,0.877132167,0.49697671,1
11,39,34,42,14179,65,74,4,93,101,4,122,30,143,152,2,174,1,192,201,1,other,0.514705882,0.233575437,0.534563966,0
11,13,34,49,1797,61,72,3,93,101,1,122,28,141,152,2,172,1,191,201,1,other,0.132352941,0.914878398,0.342120559,0
11,15,32,40,2511,61,71,1,92,101,4,123,23,143,151,1,173,1,191,201,1,young,0.161764706,0.875591504,0.472066272,1
11,12,32,40,1274,61,72,3,92,101,1,121,37,143,152,1,172,1,191,201,2,other,0.117647059,0.943655772,0.298226883,0
14,21,32,41,5248,65,73,1,93,101,3,123,26,143,152,1,173,1,191,201,1,other,0.25,0.724991746,0.506975209,0
14,15,32,41,3029,61,74,2,93,101,2,123,33,143,152,1,173,1,191,201,1,other,0.161764706,0.847089248,0.482267402,0
11,6,32,42,428,61,75,2,92,101,1,122,49,141,152,1,173,1,192,201,1,other,0.029411765,0.990205788,0.484269932,0
11,18,32,40,976,61,72,1,92,101,2,123,23,143,152,1,172,1,191,201,2,young,0.205882353,0.960052823,0.426220498,1
12,12,32,49,841,62,74,2,92,101,4,121,23,143,151,1,172,1,191,201,1,young,0.117647059,0.967481017,0.566225378,1
14,30,34,43,5771,61,74,4,92,101,2,123,25,143,152,2,173,1,191,201,1,young,0.382352941,0.696214372,0.479733454,0
14,12,33,45,1555,64,75,4,93,101,4,124,55,143,153,2,173,2,191,201,2,other,0.117647059,0.928194123,0.613179755,0
11,24,32,40,1285,65,74,4,92,101,4,124,32,143,151,1,173,1,191,201,2,other,0.294117647,0.943050512,0.555752216,0
13,6,34,40,1299,61,73,1,93,101,1,121,74,143,152,3,171,2,191,202,1,other,0.029411765,0.94228018,0.459849664,0
13,15,34,43,1271,65,73,3,93,101,4,124,39,143,153,2,173,1,192,201,2,other,0.161764706,0.943820843,0.562279482,0
14,24,32,40,1393,61,73,2,93,103,2,121,31,143,152,1,173,1,192,201,1,other,0.294117647,0.937107956,0.477127244,0
11,12,34,40,691,61,75,4,93,101,3,122,35,143,152,2,173,1,191,201,2,other,0.117647059,0.975734566,0.57551286,0
14,15,34,40,5045,65,75,1,92,101,4,123,59,143,152,1,173,1,192,201,1,other,0.161764706,0.736161549,0.632172327,0
11,18,34,42,2124,61,73,4,92,101,4,121,24,143,151,2,173,1,191,201,2,young,0.205882353,0.896885661,0.530747537,1
11,12,32,43,2214,61,73,4,93,101,3,122,24,143,152,1,172,1,191,201,1,young,0.117647059,0.891933531,0.397131273,1
14,21,34,40,12680,65,75,4,93,101,4,124,30,143,153,1,174,1,192,201,2,other,0.25,0.316055904,0.500661564,0
14,24,34,40,2463,62,74,4,94,101,3,122,27,143,152,2,173,1,192,201,1,other,0.294117647,0.87823264,0.543693077,0
12,12,32,43,1155,61,75,3,94,103,3,121,40,141,152,2,172,1,191,201,1,other,0.117647059,0.950203588,0.578514849,0
11,30,32,42,3108,61,72,2,91,101,4,122,31,143,152,1,172,1,191,201,2,other,0.382352941,0.842742379,0.49924254,0
14,10,32,41,2901,65,72,1,92,101,4,121,31,143,151,1,173,1,191,201,1,other,0.088235294,0.854132277,0.500905595,0
12,12,34,42,3617,61,75,1,93,101,4,123,28,143,151,3,173,1,192,201,1,other,0.117647059,0.814735336,0.731606027,0
14,12,34,43,1655,61,75,2,93,101,4,121,63,143,152,2,172,1,192,201,1,other,0.117647059,0.922691757,0.650915749,0
11,24,32,41,2812,65,75,2,92,101,4,121,26,143,151,1,173,1,191,201,1,other,0.294117647,0.859029383,0.648647509,0
11,36,34,46,8065,61,73,3,92,101,2,124,25,143,152,2,174,1,192,201,2,young,0.470588235,0.569990096,0.480417674,0
14,21,34,41,3275,61,75,1,93,101,4,123,36,143,152,1,174,1,192,201,1,other,0.25,0.833553428,0.689963428,0
14,24,34,43,2223,62,75,4,93,101,4,122,52,141,152,2,173,1,191,201,1,other,0.294117647,0.891438318,0.639173203,0
13,12,34,40,1480,63,71,2,93,101,4,124,66,141,153,3,171,1,191,201,1,other,0.117647059,0.932320898,0.489916519,0
11,24,32,40,1371,65,73,4,92,101,4,121,25,143,151,1,173,1,191,201,2,young,0.294117647,0.938318477,0.508360209,0
14,36,34,40,3535,61,74,4,93,101,4,123,37,143,152,2,173,1,192,201,1,other,0.470588235,0.819247276,0.612062421,0
11,18,32,43,3509,61,74,4,92,103,1,121,25,143,152,1,173,1,191,201,1,young,0.205882353,0.820677891,0.377034464,0
14,36,34,41,5711,64,75,4,93,101,2,123,38,143,152,2,174,1,192,201,1,other,0.470588235,0.699515792,0.566530982,0
12,18,32,45,3872,61,71,2,92,101,4,123,67,143,152,1,173,1,192,201,1,other,0.205882353,0.800704303,0.435333951,0
12,39,34,43,4933,61,74,2,93,103,2,121,25,143,152,2,173,1,191,201,2,young,0.514705882,0.742324199,0.574951333,0
14,24,34,40,1940,64,75,4,93,101,4,121,60,143,152,1,173,1,192,201,1,other,0.294117647,0.907010014,0.595558635,0
12,12,30,48,1410,61,73,2,93,101,2,121,31,143,152,1,172,1,192,201,1,other,0.117647059,0.936172554,0.420865664,0
12,12,32,40,836,62,72,4,92,101,2,122,23,141,152,1,172,1,191,201,2,young,0.117647059,0.967756135,0.318214548,1
12,20,32,41,6468,65,71,1,91,101,4,121,60,143,152,1,174,1,192,201,1,other,0.235294118,0.657862881,0.468494325,0
12,18,32,49,1941,64,73,4,93,101,2,122,35,143,152,1,172,1,192,201,1,other,0.205882353,0.906954991,0.369830203,0
14,22,32,43,2675,63,75,3,93,101,4,123,40,143,152,1,173,1,191,201,1,other,0.264705882,0.866567624,0.613570265,0
14,48,34,41,2751,65,75,4,93,101,3,123,38,143,152,2,173,2,192,201,1,other,0.647058824,0.862385826,0.652919935,0
12,48,33,46,6224,61,75,4,93,101,4,124,50,143,153,1,173,1,191,201,2,other,0.647058824,0.671288654,0.617366973,0
11,40,34,46,5998,61,73,4,93,101,3,124,27,141,152,1,173,1,192,201,2,other,0.529411765,0.683724001,0.458257817,0
12,21,32,49,1188,61,75,2,92,101,4,122,39,143,152,1,173,2,191,201,2,other,0.25,0.948387807,0.657064398,0
14,24,32,41,6313,65,75,3,93,101,4,123,41,143,152,1,174,2,192,201,1,other,0.294117647,0.666391548,0.605055974,0
14,6,34,42,1221,65,73,1,94,101,2,122,27,143,152,2,173,1,191,201,1,other,0.029411765,0.946572026,0.507159775,0
13,24,32,42,2892,61,75,3,91,101,4,124,51,143,153,1,173,1,191,201,1,other,0.294117647,0.85462749,0.616820801,0
14,24,32,42,3062,63,75,4,93,101,3,124,32,143,151,1,173,1,192,201,1,other,0.294117647,0.845273468,0.537561138,0
14,9,32,42,2301,62,72,2,92,101,4,122,22,143,151,1,173,1,191,201,1,young,0.073529412,0.887146473,0.473304041,1
11,18,32,41,7511,65,75,1,93,101,4,122,51,143,153,1,173,2,192,201,2,other,0.205882353,0.600473203,0.615135917,0
14,12,34,42,1258,61,72,2,92,101,4,122,22,143,151,2,172,1,191,201,1,young,0.117647059,0.944536151,0.515444938,1
14,24,33,40,717,65,75,4,94,101,4,123,54,143,152,2,173,1,192,201,1,other,0.294117647,0.974303951,0.654590065,0
12,9,32,40,1549,65,72,4,93,101,2,121,35,143,152,1,171,1,191,201,1,other,0.073529412,0.928524265,0.279451847,0
14,24,34,46,1597,61,75,4,93,101,4,124,54,143,153,2,173,2,191,201,1,other,0.294117647,0.92588313,0.64558154,0
12,18,34,43,1795,61,75,3,92,103,4,121,48,141,151,2,172,1,192,201,1,other,0.205882353,0.914988445,0.634890691,0
11,20,34,42,4272,61,75,1,92,101,4,122,24,143,152,2,173,1,191,201,1,young,0.235294118,0.778694839,0.700277015,1
14,12,34,43,976,65,75,4,93,101,4,123,35,143,152,2,173,1,191,201,1,other,0.117647059,0.960052823,0.619106955,0
12,12,32,40,7472,65,71,1,92,101,2,121,24,143,151,1,171,1,191,201,1,young,0.117647059,0.602619126,0.273537895,1
11,36,32,40,9271,61,74,2,93,101,1,123,24,143,152,1,173,1,192,201,2,young,0.470588235,0.503631562,0.42931221,1
12,6,32,43,590,61,72,3,94,101,3,121,26,143,152,1,172,1,191,202,1,other,0.029411765,0.981291956,0.381836351,0
14,12,34,43,930,65,75,4,93,101,4,121,65,143,152,4,173,1,191,201,1,other,0.117647059,0.962583911,0.712601111,0
12,42,31,41,9283,61,71,1,93,101,2,124,55,141,153,1,174,1,192,201,1,other,0.558823529,0.502971278,0.406845546,0
12,15,30,40,1778,61,72,2,92,101,1,121,26,143,151,2,171,1,191,201,2,other,0.161764706,0.915923847,0.355538956,0
12,8,32,49,907,61,72,3,94,101,2,121,26,143,152,1,173,1,192,201,1,other,0.058823529,0.963849455,0.360807377,0
12,6,32,43,484,61,74,3,94,103,3,121,28,141,152,1,172,1,191,201,1,other,0.029411765,0.987124464,0.475944725,0
11,36,34,41,9629,61,74,4,93,101,4,123,24,143,152,2,173,1,192,201,2,young,0.470588235,0.483933091,0.549678386,1
11,48,32,44,3051,61,73,3,93,101,4,123,54,143,152,1,173,1,191,201,2,other,0.647058824,0.845878728,0.587833343,0
11,48,32,40,3931,61,74,4,93,101,4,124,46,143,153,1,173,2,191,201,2,other,0.647058824,0.797457907,0.594328694,0
12,36,33,40,7432,61,73,2,92,101,2,122,54,143,151,1,173,1,191,201,1,other,0.470588235,0.604820073,0.44813798,0
14,6,32,44,1338,63,73,1,91,101,4,121,62,143,152,1,173,1,191,201,1,other,0.029411765,0.940134258,0.552473679,0
14,6,34,43,1554,61,74,1,92,101,2,123,24,143,151,2,173,1,192,201,1,young,0.029411765,0.928249147,0.550262495,1
11,36,32,410,15857,61,71,2,91,102,3,123,43,143,152,1,174,1,191,201,1,other,0.470588235,0.141245736,0.338635778,0
11,18,32,43,1345,61,73,4,94,101,3,121,26,141,152,1,173,1,191,201,2,other,0.205882353,0.939749092,0.445698873,0
14,12,32,40,1101,61,73,3,94,101,2,121,27,143,152,2,173,1,192,201,1,other,0.117647059,0.953174865,0.462788575,0
13,12,32,43,3016,61,73,3,94,101,1,123,24,143,152,1,173,1,191,201,1,young,0.117647059,0.847804556,0.350161541,1
11,36,32,42,2712,61,75,2,93,101,2,122,41,141,152,1,173,2,191,201,2,other,0.470588235,0.864531749,0.589479687,0
11,8,34,40,731,61,75,4,93,101,4,121,47,143,152,2,172,1,191,201,1,other,0.058823529,0.973533619,0.587415284,0
14,18,34,42,3780,61,72,3,91,101,2,123,35,143,152,2,174,1,192,201,1,other,0.205882353,0.80576648,0.428523814,0
11,21,34,40,1602,61,75,4,94,101,3,123,30,143,152,2,173,1,192,201,1,other,0.25,0.925608011,0.590810793,0
11,18,34,40,3966,61,75,1,92,101,4,121,33,141,151,3,173,1,192,201,2,other,0.205882353,0.795532079,0.744449197,0
14,18,30,49,4165,61,73,2,93,101,2,123,36,142,152,2,173,2,191,201,2,other,0.205882353,0.78458237,0.47884615,0
11,36,32,41,8335,65,75,3,93,101,4,124,47,143,153,1,173,1,191,201,2,other,0.470588235,0.555133707,0.593932765,0
12,48,33,49,6681,65,73,4,93,101,4,124,38,143,153,1,173,2,192,201,1,other,0.647058824,0.646142841,0.519665426,0
14,24,33,49,2375,63,73,4,93,101,2,123,44,143,152,2,173,2,192,201,1,other,0.294117647,0.883074722,0.451570673,0
11,18,32,40,1216,61,72,4,92,101,3,123,23,143,151,1,173,1,192,201,2,young,0.205882353,0.946847144,0.400507813,1
11,45,30,49,11816,61,75,2,93,101,4,123,29,143,151,2,173,1,191,201,2,other,0.602941176,0.363596346,0.66044109,0
12,24,32,43,5084,65,75,2,92,101,4,123,42,143,152,1,173,1,192,201,1,other,0.294117647,0.734015627,0.625389136,0
13,15,32,43,2327,61,72,2,92,101,3,121,25,143,152,1,172,1,191,201,2,young,0.161764706,0.885715858,0.419686306,0
11,12,30,40,1082,61,73,4,93,101,4,123,48,141,152,2,173,1,191,201,2,other,0.117647059,0.954220315,0.524998581,0
14,12,32,43,886,65,73,4,92,101,2,123,21,143,152,1,173,1,191,201,1,young,0.117647059,0.965004952,0.387470142,1
14,4,32,42,601,61,72,1,92,101,3,121,23,143,151,1,172,2,191,201,1,young,0.0,0.980686695,0.438267292,1
11,24,34,41,2957,61,75,4,93,101,4,122,63,143,152,2,173,1,192,201,1,other,0.294117647,0.851050952,0.631659274,0
14,24,34,43,2611,61,75,4,94,102,3,121,46,143,152,2,173,1,191,201,1,other,0.294117647,0.870089138,0.588689634,0
11,36,32,42,5179,61,74,4,93,101,2,122,29,143,152,1,173,1,191,201,2,other,0.470588235,0.728788379,0.455697975,0
14,21,33,41,2993,61,73,3,93,101,2,121,28,142,152,2,172,1,191,201,1,other,0.25,0.8490701,0.444788236,0
14,18,32,45,1943,61,72,4,92,101,4,121,23,143,152,1,173,1,191,201,2,young,0.205882353,0.906844943,0.439577171,1
14,24,31,49,1559,61,74,4,93,101,4,123,50,141,152,1,173,1,192,201,1,other,0.294117647,0.927974029,0.552947289,0
14,18,32,42,3422,61,75,4,93,101,4,122,47,141,152,3,173,2,192,201,1,other,0.205882353,0.82546495,0.656994847,0
12,21,32,42,3976,65,74,2,93,101,3,123,35,143,152,1,173,1,192,201,1,other,0.25,0.794981842,0.535500498,0
14,18,32,40,6761,65,73,2,93,101,4,123,68,143,151,2,173,1,191,201,2,other,0.205882353,0.641740949,0.545294258,0
14,24,32,40,1249,61,72,4,94,101,2,121,28,143,152,1,173,1,191,201,1,other,0.294117647,0.945031363,0.370074235,0
11,9,32,43,1364,61,74,3,93,101,4,121,59,143,152,1,173,1,191,201,1,other,0.073529412,0.938703643,0.544911576,0
