StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C
12,18,34,0,1056,61,75,3,93,103,3,121,30,141,152,2,173,1,191,201,2,other,0.205882353,0.95565093,0.619199991,0,1,1,1
12,12,34,0,3124,61,72,1,93,101,3,121,49,141,152,2,172,2,191,201,1,other,0.117647059,0.841862001,0.480838895,0,1,2,2
14,9,32,2,1388,61,73,4,92,101,2,121,26,143,151,1,173,1,191,201,1,other,0.073529412,0.937383075,0.374123253,0,1,1,1
12,36,32,5,2384,61,72,4,93,101,1,124,33,143,151,1,172,1,191,201,2,other,0.470588235,0.882579509,0.32151958,0,2,2,1
14,12,32,0,2133,65,75,4,92,101,4,124,52,143,153,1,174,1,192,201,1,other,0.117647059,0.896390448,0.584006978,0,1,2,3
11,18,32,2,2039,61,73,1,92,101,4,121,20,141,151,1,173,1,191,201,2,young,0.205882353,0.901562672,0.578129307,1,1,2,1
11,9,34,0,2799,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other,0.073529412,0.85974469,0.468206034,0,1,2,2
11,12,32,2,1289,61,73,4,93,103,1,122,21,143,152,1,172,1,191,201,1,young,0.117647059,0.942830417,0.313577205,1,1,1,1
11,18,32,4,1217,61,73,4,94,101,3,121,47,143,152,1,172,1,192,201,2,other,0.205882353,0.946792121,0.42375339,0,1,1,2
11,12,34,2,2246,61,75,3,93,101,3,122,60,143,152,2,173,1,191,201,2,other,0.117647059,0.890172774,0.590602139,0,1,2,3
11,12,34,3,385,61,74,4,92,101,3,121,58,143,152,4,172,1,192,201,1,other,0.117647059,0.992571806,0.601901184,0,1,1,3
12,24,33,0,1965,65,73,4,92,101,4,123,42,143,151,2,173,1,192,201,1,other,0.294117647,0.905634423,0.548791083,0,1,1,2
14,21,32,9,1572,64,75,4,92,101,4,121,36,141,152,1,172,1,191,201,1,other,0.25,0.927258721,0.567862088,0,1,1,2
12,24,32,0,2718,61,73,3,92,101,4,122,20,143,151,1,172,1,192,201,2,young,0.294117647,0.864201607,0.502322962,1,1,2,1
11,24,31,10,1358,65,75,4,93,101,3,123,40,142,152,1,174,1,192,201,2,other,0.294117647,0.939033785,0.578260731,0,1,1,2
12,6,31,0,931,62,72,1,92,101,1,122,32,142,152,1,172,1,191,201,2,other,0.029411765,0.962528887,0.347337796,0,1,1,1
11,24,32,0,1442,61,74,4,92,101,4,123,23,143,151,2,173,1,191,201,2,young,0.294117647,0.934411797,0.600656641,1,1,1,1
12,24,30,9,4241,61,73,1,93,101,4,121,36,143,152,3,172,1,192,201,2,other,0.294117647,0.780400572,0.641770831,0,1,3,2
14,18,34,0,2775,61,74,2,93,101,2,122,31,141,152,2,173,1,191,201,2,other,0.205882353,0.861065258,0.539587152,0,1,2,1
14,24,33,9,3863,61,73,1,93,101,2,124,32,143,153,1,173,1,191,201,1,other,0.294117647,0.801199516,0.482849705,0,1,2,1
12,7,32,3,2329,61,72,1,92,103,1,121,45,143,152,1,173,1,191,201,1,other,0.044117647,0.88560581,0.359018318,0,1,2,2
12,9,32,2,918,61,73,4,92,101,1,122,30,143,152,1,173,1,191,201,2,other,0.073529412,0.963244195,0.332422997,0,1,1,1
12,24,31,6,1837,61,74,4,92,101,4,124,34,141,153,1,172,1,191,201,2,other,0.294117647,0.912677451,0.5268456,0,1,1,1
14,36,32,2,3349,61,73,4,92,101,2,123,28,143,152,1,174,1,192,201,2,other,0.470588235,0.829481677,0.451175798,0,2,2,1
13,10,32,2,1275,61,72,4,92,101,2,122,23,143,152,1,173,1,191,201,1,young,0.088235294,0.943600748,0.33150438,1,1,1,1
11,24,31,2,2828,63,73,4,93,101,4,121,22,142,152,1,173,1,192,201,1,young,0.294117647,0.858149004,0.493444958,1,1,2,1
14,24,34,9,4526,61,73,3,93,101,2,121,74,143,152,1,174,1,192,201,1,other,0.294117647,0.764718829,0.43730291,0,1,3,3
12,36,32,3,2671,62,73,4,92,102,4,124,50,143,153,1,173,1,191,201,2,other,0.470588235,0.866787719,0.527883898,0,2,2,3
14,18,32,3,2051,61,72,4,93,101,1,121,33,143,152,1,173,1,191,201,1,other,0.205882353,0.900902388,0.298936696,0,1,2,1
14,15,32,1,1300,65,75,4,93,101,4,124,45,141,153,1,173,2,191,201,1,other,0.161764706,0.942225157,0.577486486,0,1,1,2
11,12,32,4,741,62,71,4,92,101,3,122,22,143,152,1,173,1,191,201,2,young,0.117647059,0.972983383,0.342442873,1,1,1,1
13,10,32,0,1240,62,75,1,92,101,4,124,48,143,153,1,172,2,191,201,2,other,0.088235294,0.945526576,0.634188255,0,1,1,2
11,21,32,3,3357,64,72,4,92,101,2,123,29,141,152,1,173,1,191,201,1,other,0.25,0.829041488,0.340286788,0,1,2,1
11,24,31,1,3632,61,73,1,92,103,4,123,22,141,151,1,173,1,191,202,1,young,0.294117647,0.813909981,0.578237698,1,1,2,1
14,18,33,2,1808,61,74,4,92,101,1,121,22,143,152,1,173,1,191,201,2,young,0.205882353,0.914273137,0.394447533,1,1,1,1
12,48,30,9,12204,65,73,2,93,101,2,123,48,141,152,1,174,1,192,201,1,other,0.647058824,0.342247166,0.455374758,0,2,3,2
12,60,33,3,9157,65,73,2,93,101,2,124,27,143,153,1,174,1,191,201,1,other,0.823529412,0.509904259,0.519398512,0,3,3,1
11,6,34,0,3676,61,73,1,93,101,3,121,37,143,151,3,173,2,191,201,1,other,0.029411765,0.81148894,0.575051294,0,1,2,2
12,30,32,2,3441,62,73,2,92,102,4,123,21,143,151,1,173,1,191,201,2,young,0.382352941,0.8244195,0.565601074,1,2,2,1
14,12,32,0,640,61,73,4,91,101,2,121,49,143,152,1,172,1,191,201,1,other,0.117647059,0.978540773,0.36673262,0,1,1,2
12,21,34,9,3652,61,74,2,93,101,3,122,27,143,152,2,173,1,191,201,1,other,0.25,0.812809508,0.585328901,0,1,2,1
14,18,34,0,1530,61,73,3,93,101,2,122,32,141,152,2,173,1,191,201,2,other,0.205882353,0.929569715,0.474812788,0,1,1,1
14,48,32,9,3914,65,73,4,91,101,2,121,38,141,152,1,173,1,191,201,2,other,0.647058824,0.798393309,0.454967839,0,2,2,2
11,12,32,2,1858,61,72,4,92,101,1,123,22,143,151,1,173,1,191,201,1,young,0.117647059,0.911521954,0.284496561,1,1,1,1
11,18,32,3,2600,61,73,4,93,101,4,124,65,143,153,2,173,1,191,201,2,other,0.205882353,0.870694399,0.525874744,0,1,2,3
14,15,32,3,1979,65,75,4,93,101,2,123,35,143,152,1,173,1,191,201,1,other,0.161764706,0.904864092,0.477512334,0,1,1,2
13,6,32,2,2116,61,73,2,93,101,2,121,41,143,152,1,173,1,192,201,1,other,0.029411765,0.89732585,0.420478316,0,1,2,2
12,9,31,0,1437,62,74,2,93,101,3,124,29,143,152,1,173,1,191,201,2,other,0.073529412,0.934686915,0.528660402,0,1,1,1
14,42,34,2,4042,63,73,4,93,101,4,121,36,143,152,2,173,1,192,201,1,other,0.558823529,0.791350281,0.576776523,0,2,3,2
14,9,32,6,3832,65,75,1,93,101,4,121,64,143,152,1,172,1,191,201,1,other,0.073529412,0.802905249,0.604918076,0,1,2,3
11,24,32,3,3660,61,73,2,92,101,4,123,28,143,152,1,173,1,191,201,1,other,0.294117647,0.812369319,0.546943311,0,1,2,1
11,18,31,2,1553,61,73,4,93,101,3,123,44,141,152,1,173,1,191,201,2,other,0.205882353,0.928304171,0.443569586,0,1,1,2
12,15,32,3,1444,65,72,4,93,101,1,122,23,143,152,1,173,1,191,201,1,young,0.161764706,0.93430175,0.296942596,1,1,1,1
14,9,32,2,1980,61,72,2,92,102,2,123,19,143,151,2,173,1,191,201,2,young,0.073529412,0.904809068,0.430078477,1,1,1,1
12,24,32,0,1355,61,72,3,92,101,4,123,25,143,152,1,172,1,192,201,2,young,0.294117647,0.939198856,0.469764311,0,1,1,1
14,12,32,6,1393,61,75,4,93,101,4,122,47,141,152,3,173,2,192,201,1,other,0.117647059,0.937107956,0.66134977,0,1,1,2
14,24,32,3,1376,63,74,4,92,101,1,123,28,143,152,1,173,1,191,201,1,other,0.294117647,0.938043359,0.415285769,0,1,1,1
14,60,33,3,15653,61,74,2,93,101,4,123,21,143,152,2,173,1,192,201,1,young,0.823529412,0.152470562,0.615689918,1,3,3,1
14,12,32,3,1493,61,72,4,92,101,3,123,34,143,152,1,173,2,191,201,1,other,0.117647059,0.93160559,0.381256307,0,1,1,1
11,42,33,3,4370,61,74,3,93,101,2,122,26,141,152,2,173,2,192,201,2,other,0.558823529,0.77330252,0.557914924,0,2,3,1
11,18,32,6,750,61,71,4,92,101,1,121,27,143,152,1,171,1,191,201,2,other,0.205882353,0.97248817,0.219231725,0,1,1,1
12,15,32,5,1308,61,75,4,93,101,4,123,38,143,152,2,172,1,191,201,1,other,0.161764706,0.941784968,0.600660404,0,1,1,2
14,15,32,6,4623,62,73,3,93,101,2,122,40,143,152,1,174,1,192,201,2,other,0.161764706,0.759381534,0.411686122,0,1,3,2
14,24,34,3,1851,61,74,4,94,103,2,123,33,143,152,2,173,1,192,201,1,other,0.294117647,0.91190712,0.503446468,0,1,1,1
11,18,34,3,1880,61,74,4,94,101,1,122,32,143,152,2,174,1,192,201,1,other,0.205882353,0.910311434,0.463477914,0,1,1,1
14,36,33,9,7980,65,72,4,93,101,4,123,27,143,151,2,173,1,192,201,2,other,0.470588235,0.574667107,0.473535878,0,2,3,1
11,30,30,2,4583,61,73,2,91,103,2,121,32,143,152,2,173,1,191,201,1,other,0.382352941,0.76158248,0.507398838,0,2,3,1
14,12,32,0,1386,63,73,2,92,101,2,122,26,143,152,1,173,1,191,201,2,other,0.117647059,0.937493122,0.444367165,0,1,1,1
13,24,32,0,947,61,74,4,93,101,3,124,38,141,153,1,173,2,191,201,2,other,0.294117647,0.961648509,0.51270068,0,1,1,2
11,12,32,6,684,61,73,4,93,101,4,123,40,143,151,1,172,2,191,201,2,other,0.117647059,0.976119731,0.459305449,0,1,1,2
11,48,32,6,7476,61,74,4,93,101,1,124,50,143,153,1,174,1,192,201,1,other,0.647058824,0.602399032,0.441759601,0,2,3,3
12,12,32,2,1922,61,73,4,93,101,2,122,37,143,152,1,172,1,191,201,2,other,0.117647059,0.90800044,0.353608837,0,1,1,2
11,24,32,0,2303,61,75,4,93,102,1,121,45,143,152,1,173,1,191,201,2,other,0.294117647,0.887036426,0.452307734,0,1,2,2
12,36,33,0,8086,62,75,2,93,101,4,123,42,143,152,4,174,1,192,201,2,other,0.470588235,0.568834599,0.790280217,0,2,3,2
14,24,34,1,2346,61,74,4,93,101,3,123,35,143,152,2,173,1,192,201,1,other,0.294117647,0.884670408,0.544890801,0,1,2,2
11,14,32,0,3973,61,71,1,93,101,4,124,22,143,153,1,173,1,191,201,1,young,0.147058824,0.795146913,0.454363858,1,1,2,1
12,12,32,0,888,61,75,4,93,101,4,123,41,141,152,1,172,2,191,201,2,other,0.117647059,0.964894905,0.550240365,0,1,1,2
14,48,32,3,10222,65,74,4,93,101,3,123,37,142,152,1,173,1,192,201,1,other,0.647058824,0.451304061,0.483416351,0,2,3,2
12,30,30,9,4221,61,73,2,92,101,1,123,28,143,152,2,173,1,191,201,1,other,0.382352941,0.781501045,0.46459299,0,2,3,1
12,18,34,2,6361,61,75,2,93,101,1,124,41,143,152,1,173,1,192,201,1,other,0.205882353,0.663750413,0.456365786,0,1,3,2
13,12,32,3,1297,61,73,3,94,101,4,121,23,143,151,1,173,1,191,201,1,young,0.117647059,0.942390228,0.507293759,1,1,1,1
11,12,32,0,900,65,73,4,94,101,2,123,23,143,152,1,173,1,191,201,2,young,0.117647059,0.964234621,0.387326824,1,1,1,1
14,21,32,2,2241,61,75,4,93,101,2,121,50,143,152,2,173,1,191,201,1,other,0.25,0.890447893,0.537757747,0,1,2,3
12,6,33,2,1050,61,71,4,93,101,1,122,35,142,152,2,174,1,192,201,1,other,0.029411765,0.955981072,0.29960797,0,1,1,2
13,6,34,6,1047,61,73,2,92,101,4,122,50,143,152,1,172,1,191,201,1,other,0.029411765,0.956146143,0.501189068,0,1,1,3
14,24,34,10,6314,61,71,4,93,102,2,124,27,141,152,2,174,1,192,201,1,other,0.294117647,0.666336525,0.341479846,0,1,3,1
12,30,31,2,3496,64,73,4,93,101,2,123,34,142,152,1,173,2,192,201,1,other,0.382352941,0.821393199,0.409999282,0,2,2,1
14,48,31,9,3609,61,73,1,92,101,1,121,27,142,152,1,173,1,191,201,1,other,0.647058824,0.815175525,0.504601739,0,2,2,1
11,12,34,0,4843,61,75,3,93,102,4,122,43,143,151,2,173,1,192,201,2,other,0.117647059,0.747276329,0.610528382,0,1,3,2
13,30,34,3,3017,61,75,4,93,101,4,122,47,143,152,1,173,1,191,201,1,other,0.382352941,0.847749532,0.600949297,0,2,2,2
14,24,34,9,4139,62,73,3,93,101,3,122,27,143,152,2,172,1,192,201,1,other,0.294117647,0.786012986,0.487776242,0,1,3,1
14,36,32,9,5742,62,74,2,93,101,2,123,31,143,152,2,173,1,192,201,1,other,0.470588235,0.697810058,0.558461698,0,2,3,1
14,60,32,0,10366,61,75,2,93,101,4,122,42,143,152,1,174,1,192,201,1,other,0.823529412,0.443380654,0.693068539,0,3,3,2
14,6,34,0,2080,63,73,1,94,101,2,123,24,143,152,1,173,1,191,201,1,young,0.029411765,0.899306702,0.451854598,1,1,2,1
14,21,33,9,2580,63,72,4,93,101,2,121,41,141,152,1,172,2,191,201,2,other,0.25,0.871794872,0.324985092,0,1,2,2
14,30,34,3,4530,61,74,4,92,101,4,123,26,143,151,1,174,1,192,201,1,other,0.382352941,0.764498734,0.562204963,0,2,3,1
14,24,34,2,5150,61,75,4,93,101,4,123,33,143,152,1,173,1,192,201,1,other,0.294117647,0.730384065,0.562697993,0,1,3,1
12,72,32,3,5595,62,73,2,94,101,2,123,24,143,152,1,173,1,191,201,2,young,1.0,0.705898536,0.565438487,1,3,3,1
11,24,32,3,2384,61,75,4,93,101,4,121,64,141,151,1,172,1,191,201,1,other,0.294117647,0.882579509,0.56775761,0,1,2,3
14,18,32,3,1453,61,72,3,92,101,1,121,26,143,152,1,173,1,191,201,1,other,0.205882353,0.933806537,0.33606615,0,1,1,1
14,6,32,6,1538,61,72,1,92,101,2,124,56,143,152,1,173,1,191,201,1,other,0.029411765,0.929129526,0.410891403,0,1,1,3
14,12,32,3,2279,65,73,4,93,101,4,124,37,143,153,1,173,1,192,201,1,other,0.117647059,0.888356994,0.466233312,0,1,2,2
14,15,33,3,1478,61,73,4,94,101,3,121,33,141,152,2,173,1,191,201,1,other,0.161764706,0.932430945,0.482641051,0,1,1,1
14,24,34,3,5103,61,72,3,94,101,3,124,47,143,153,3,173,1,192,201,1,other,0.294117647,0.732970177,0.501163626,0,1,3,2
12,36,33,9,9857,62,74,1,93,101,3,122,31,143,152,2,172,2,192,201,1,other,0.470588235,0.471387697,0.570600173,0,2,3,1
14,60,32,0,6527,65,73,4,93,101,4,124,34,143,153,1,173,2,192,201,1,other,0.823529412,0.654616485,0.554073655,0,3,3,1
13,10,34,3,1347,65,74,4,93,101,2,122,27,143,152,2,173,1,192,201,1,other,0.088235294,0.939639045,0.470302203,0,1,1,1
12,36,33,0,2862,62,75,4,93,101,3,124,30,143,153,1,173,1,191,201,1,other,0.470588235,0.8562782,0.572440267,0,2,2,1
14,9,32,3,2753,62,75,3,93,102,4,123,35,143,152,1,173,1,192,201,1,other,0.073529412,0.862275779,0.577204066,0,1,2,2
11,12,32,0,3651,64,73,1,93,101,3,122,31,143,152,1,173,2,191,201,1,other,0.117647059,0.812864532,0.498699831,0,1,2,1
11,15,34,2,975,61,73,2,91,101,3,122,25,143,152,2,173,1,191,201,1,young,0.161764706,0.960107846,0.549805746,0,1,1,1
12,15,32,5,2631,62,73,3,92,101,2,121,25,143,152,1,172,1,191,201,1,young,0.161764706,0.868988665,0.385566519,0,1,2,1
12,24,32,3,2896,62,72,2,93,101,1,123,29,143,152,1,173,1,191,201,1,other,0.294117647,0.854407395,0.368717837,0,1,2,1
11,6,34,0,4716,65,72,1,93,101,3,121,44,143,152,2,172,2,191,201,1,other,0.029411765,0.754264334,0.448125786,0,1,3,2
14,24,32,3,2284,61,74,4,93,101,2,123,28,143,152,1,173,1,192,201,1,other,0.294117647,0.888081875,0.452502237,0,1,2,1
14,6,32,1,1236,63,73,2,93,101,4,122,50,143,151,1,173,1,191,201,1,other,0.029411765,0.945746671,0.522510097,0,1,1,3
12,12,32,3,1103,61,74,4,93,103,3,121,29,143,152,2,173,1,191,202,1,other,0.117647059,0.953064818,0.524783605,0,1,1,1
14,12,34,0,926,61,71,1,92,101,2,122,38,143,152,1,171,1,191,201,1,other,0.117647059,0.962804006,0.340549035,0,1,1,2
14,18,34,3,1800,61,73,4,93,101,2,123,24,143,152,2,173,1,191,201,1,young,0.205882353,0.914713327,0.441041057,1,1,1,1
13,15,32,6,1905,61,75,4,93,101,4,123,40,143,151,1,174,1,192,201,1,other,0.161764706,0.908935842,0.594548939,0,1,1,2
14,12,32,2,1123,63,73,4,92,101,4,123,29,143,151,1,172,1,191,201,2,other,0.117647059,0.951964345,0.454811424,0,1,1,1
11,48,34,1,6331,61,75,4,93,101,4,124,46,143,153,2,173,1,192,201,2,other,0.647058824,0.665401122,0.662783246,0,2,3,2
13,24,32,3,1377,62,75,4,92,101,2,124,47,143,153,1,173,1,192,201,1,other,0.294117647,0.937988335,0.508298787,0,1,1,2
12,30,33,9,2503,62,75,4,93,101,2,122,41,142,152,2,173,1,191,201,1,other,0.382352941,0.876031694,0.559699467,0,2,2,2
12,27,32,9,2528,61,72,4,92,101,1,122,32,143,152,1,173,2,192,201,1,other,0.338235294,0.874656102,0.318677469,0,2,2,1
14,15,32,0,5324,63,75,1,92,101,4,124,35,143,153,1,173,1,191,201,1,other,0.161764706,0.720809948,0.629316215,0,1,3,2
12,48,32,0,6560,62,74,3,93,101,2,122,24,143,152,1,173,1,191,201,2,young,0.647058824,0.652800704,0.505400222,1,2,3,1
12,12,30,2,2969,61,72,4,92,101,3,122,25,143,151,2,173,1,191,201,2,young,0.117647059,0.850390668,0.412658182,0,1,2,1
12,9,32,3,1206,61,75,4,92,101,4,121,25,143,152,1,173,1,191,201,1,young,0.073529412,0.947397381,0.562032892,0,1,1,1
12,9,32,3,2118,61,73,2,93,101,2,121,37,143,152,1,172,2,191,201,1,other,0.073529412,0.897215803,0.405409962,0,1,2,2
14,18,34,3,629,63,75,4,93,101,3,122,32,141,152,2,174,1,192,201,1,other,0.205882353,0.979146033,0.615819235,0,1,1,1
11,6,31,6,1198,61,75,4,92,101,4,124,35,143,153,1,173,1,191,201,2,other,0.029411765,0.94783757,0.553906853,0,1,1,2
14,21,32,1,2476,65,75,4,93,101,4,121,46,143,152,1,174,1,192,201,1,other,0.25,0.877517332,0.605119504,0,1,2,2
11,9,34,3,1138,61,73,4,93,101,4,121,25,143,152,2,172,1,191,201,1,young,0.073529412,0.95113899,0.492961563,0,1,1,1
12,60,32,0,14027,61,74,4,93,101,2,124,27,143,152,1,174,1,192,201,2,other,0.823529412,0.241939034,0.454040641,0,3,3,1
14,30,34,1,7596,65,75,1,93,101,4,123,63,143,152,2,173,1,191,201,1,other,0.382352941,0.595796192,0.693609141,0,2,3,3
14,30,34,3,3077,65,75,3,93,101,2,123,40,143,152,2,173,2,192,201,1,other,0.382352941,0.844448113,0.584831204,0,2,2,2
14,18,32,3,1505,61,73,4,93,101,2,124,32,143,153,1,174,1,192,201,1,other,0.205882353,0.930945306,0.420805146,0,1,1,1
13,24,34,3,3148,65,73,3,93,101,2,123,31,143,152,2,173,1,192,201,1,other,0.294117647,0.840541433,0.474665255,0,1,2,1
12,20,30,1,6148,62,75,3,94,101,4,123,31,141,152,2,173,1,192,201,1,other,0.235294118,0.675470452,0.619056974,0,1,3,1
13,9,30,3,1337,61,72,4,93,101,2,123,34,143,152,2,174,1,192,201,2,other,0.073529412,0.940189281,0.397901152,0,1,1,1
12,6,31,6,433,64,72,4,92,101,2,122,24,141,151,1,173,2,191,201,2,young,0.029411765,0.98993067,0.329179988,1,1,1,1
11,12,32,0,1228,61,73,4,92,101,2,121,24,143,152,1,172,1,191,201,2,young,0.117647059,0.94618686,0.360713287,1,1,1,1
12,9,32,3,790,63,73,4,92,101,3,121,66,143,152,1,172,1,191,201,1,other,0.073529412,0.970287224,0.403500769,0,1,1,3
14,27,32,0,2570,61,73,3,92,101,3,121,21,143,151,1,173,1,191,201,2,young,0.338235294,0.872345108,0.488790152,1,2,2,1
14,6,34,0,250,64,73,2,92,101,2,121,41,141,152,2,172,1,191,201,1,other,0.029411765,1.0,0.462836297,0,1,1,2
14,15,34,3,1316,63,73,2,94,101,2,122,47,143,152,2,172,1,191,201,1,other,0.161764706,0.941344778,0.476547501,0,1,1,2
11,18,32,3,1882,61,73,4,92,101,4,123,25,141,151,2,173,1,191,201,2,young,0.205882353,0.910201387,0.533224882,0,1,1,1
12,48,31,9,6416,61,75,4,92,101,3,124,59,143,151,1,173,1,191,201,2,other,0.647058824,0.660724111,0.568889848,0,2,3,3
13,24,34,9,1275,64,73,2,91,101,4,121,36,143,152,2,173,1,192,201,1,other,0.294117647,0.943600748,0.617870089,0,1,1,2
12,24,33,3,6403,61,72,1,93,101,2,123,33,143,152,1,173,1,191,201,1,other,0.294117647,0.661439419,0.410336198,0,1,3,1
11,24,32,3,1987,61,73,2,93,101,4,121,21,143,151,1,172,2,191,201,2,young,0.294117647,0.904423902,0.540813932,1,1,1,1
12,8,32,3,760,61,74,4,92,103,2,121,44,143,152,1,172,1,191,201,1,other,0.058823529,0.971937933,0.4010719,0,1,1,2
14,24,32,1,2603,64,73,2,92,101,4,123,28,143,151,1,173,1,192,201,1,other,0.294117647,0.870529328,0.557763778,0,1,2,1
14,4,34,0,3380,61,74,1,92,101,1,121,37,143,152,1,173,2,191,201,1,other,0.0,0.827775944,0.433074594,0,1,2,2
12,36,31,4,3990,65,72,3,92,101,2,124,29,141,152,1,171,1,191,201,1,other,0.470588235,0.794211511,0.359342588,0,2,2,1
12,24,32,1,11560,61,73,1,92,101,4,123,23,143,151,2,174,1,191,201,2,young,0.294117647,0.377682403,0.566846521,1,1,3,1
11,18,32,0,4380,62,73,3,93,101,4,123,35,143,152,1,172,2,192,201,1,other,0.205882353,0.772752283,0.468893266,0,1,3,2
14,6,34,0,6761,61,74,1,93,101,3,124,45,143,152,2,174,2,192,201,1,other,0.029411765,0.641740949,0.566726086,0,1,3,2
12,30,30,9,4280,62,73,4,92,101,4,123,26,143,151,2,172,1,191,201,2,other,0.382352941,0.778254649,0.518252575,0,2,3,1
11,24,31,0,2325,62,74,2,93,101,3,123,32,141,152,1,173,1,191,201,1,other,0.294117647,0.885825905,0.560609653,0,1,2,1
12,10,31,3,1048,61,73,4,93,101,4,121,23,142,152,1,172,1,191,201,1,young,0.088235294,0.956091119,0.45010724,1,1,1,1
14,21,32,3,3160,65,75,4,93,101,3,122,41,143,152,1,173,1,192,201,1,other,0.25,0.839881149,0.528349981,0,1,2,2
11,24,31,2,2483,63,73,4,93,101,4,121,22,142,152,1,173,1,192,201,1,young,0.294117647,0.877132167,0.49697671,1,1,2,1
11,39,34,2,14179,65,74,4,93,101,4,122,30,143,152,2,174,1,192,201,1,other,0.514705882,0.233575437,0.534563966,0,2,3,1
11,13,34,9,1797,61,72,3,93,101,1,122,28,141,152,2,172,1,191,201,1,other,0.132352941,0.914878398,0.342120559,0,1,1,1
11,15,32,0,2511,61,71,1,92,101,4,123,23,143,151,1,173,1,191,201,1,young,0.161764706,0.875591504,0.472066272,1,1,2,1
11,12,32,0,1274,61,72,3,92,101,1,121,37,143,152,1,172,1,191,201,2,other,0.117647059,0.943655772,0.298226883,0,1,1,2
14,21,32,1,5248,65,73,1,93,101,3,123,26,143,152,1,173,1,191,201,1,other,0.25,0.724991746,0.506975209,0,1,3,1
14,15,32,1,3029,61,74,2,93,101,2,123,33,143,152,1,173,1,191,201,1,other,0.161764706,0.847089248,0.482267402,0,1,2,1
11,6,32,2,428,61,75,2,92,101,1,122,49,141,152,1,173,1,192,201,1,other,0.029411765,0.990205788,0.484269932,0,1,1,2
11,18,32,0,976,61,72,1,92,101,2,123,23,143,152,1,172,1,191,201,2,young,0.205882353,0.960052823,0.426220498,1,1,1,1
12,12,32,9,841,62,74,2,92,101,4,121,23,143,151,1,172,1,191,201,1,young,0.117647059,0.967481017,0.566225378,1,1,1,1
14,30,34,3,5771,61,74,4,92,101,2,123,25,143,152,2,173,1,191,201,1,young,0.382352941,0.696214372,0.479733454,0,2,3,1
14,12,33,5,1555,64,75,4,93,101,4,124,55,143,153,2,173,2,191,201,2,other,0.117647059,0.928194123,0.613179755,0,1,1,3
11,24,32,0,1285,65,74,4,92,101,4,124,32,143,151,1,173,1,191,201,2,other,0.294117647,0.943050512,0.555752216,0,1,1,1
13,6,34,0,1299,61,73,1,93,101,1,121,74,143,152,3,171,2,191,202,1,other,0.029411765,0.94228018,0.459849664,0,1,1,3
13,15,34,3,1271,65,73,3,93,101,4,124,39,143,153,2,173,1,192,201,2,other,0.161764706,0.943820843,0.562279482,0,1,1,2
14,24,32,0,1393,61,73,2,93,103,2,121,31,143,152,1,173,1,192,201,1,other,0.294117647,0.937107956,0.477127244,0,1,1,1
11,12,34,0,691,61,75,4,93,101,3,122,35,143,152,2,173,1,191,201,2,other,0.117647059,0.975734566,0.57551286,0,1,1,2
14,15,34,0,5045,65,75,1,92,101,4,123,59,143,152,1,173,1,192,201,1,other,0.161764706,0.736161549,0.632172327,0,1,3,3
11,18,34,2,2124,61,73,4,92,101,4,121,24,143,151,2,173,1,191,201,2,young,0.205882353,0.896885661,0.530747537,1,1,2,1
11,12,32,3,2214,61,73,4,93,101,3,122,24,143,152,1,172,1,191,201,1,young,0.117647059,0.891933531,0.397131273,1,1,2,1
14,21,34,0,12680,65,75,4,93,101,4,124,30,143,153,1,174,1,192,201,2,other,0.25,0.316055904,0.500661564,0,1,3,1
14,24,34,0,2463,62,74,4,94,101,3,122,27,143,152,2,173,1,192,201,1,other,0.294117647,0.87823264,0.543693077,0,1,2,1
12,12,32,3,1155,61,75,3,94,103,3,121,40,141,152,2,172,1,191,201,1,other,0.117647059,0.950203588,0.578514849,0,1,1,2
11,30,32,2,3108,61,72,2,91,101,4,122,31,143,152,1,172,1,191,201,2,other,0.382352941,0.842742379,0.49924254,0,2,2,1
14,10,32,1,2901,65,72,1,92,101,4,121,31,143,151,1,173,1,191,201,1,other,0.088235294,0.854132277,0.500905595,0,1,2,1
12,12,34,2,3617,61,75,1,93,101,4,123,28,143,151,3,173,1,192,201,1,other,0.117647059,0.814735336,0.731606027,0,1,2,1
14,12,34,3,1655,61,75,2,93,101,4,121,63,143,152,2,172,1,192,201,1,other,0.117647059,0.922691757,0.650915749,0,1,1,3
11,24,32,1,2812,65,75,2,92,101,4,121,26,143,151,1,173,1,191,201,1,other,0.294117647,0.859029383,0.648647509,0,1,2,1
11,36,34,6,8065,61,73,3,92,101,2,124,25,143,152,2,174,1,192,201,2,young,0.470588235,0.569990096,0.480417674,0,2,3,1
14,21,34,1,3275,61,75,1,93,101,4,123,36,143,152,1,174,1,192,201,1,other,0.25,0.833553428,0.689963428,0,1,2,2
14,24,34,3,2223,62,75,4,93,101,4,122,52,141,152,2,173,1,191,201,1,other,0.294117647,0.891438318,0.639173203,0,1,2,3
13,12,34,0,1480,63,71,2,93,101,4,124,66,141,153,3,171,1,191,201,1,other,0.117647059,0.932320898,0.489916519,0,1,1,3
