StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score
11,1,32,3,1,61,73,4,94,101,2,121,2,143,152,1,172,1,191,201,0.366108165
11,1,32,3,1,62,72,4,94,101,3,124,1,143,152,1,172,1,192,201,0.365842004
14,1,32,2,1,64,73,4,91,101,2,121,1,143,152,1,173,1,191,201,0.36432859
12,1,32,9,1,61,72,3,94,101,2,121,1,143,152,1,173,1,192,201,0.360807377
11,1,32,0,1,61,73,4,92,101,2,121,1,143,152,1,172,1,191,201,0.360713287
12,2,31,4,2,65,72,3,92,101,2,124,1,141,152,1,171,1,191,201,0.359342588
14,1,32,3,1,61,73,3,92,101,1,121,1,143,152,1,173,1,191,201,0.359317598
11,2,32,0,3,61,72,1,92,101,1,121,2,143,152,1,172,1,192,201,0.359282823
12,1,32,3,2,61,72,1,92,103,1,121,2,143,152,1,173,1,191,201,0.359018318
11,1,32,2,2,62,71,1,91,101,1,122,1,143,152,1,173,1,191,201,0.358711209
13,1,32,2,2,61,72,1,92,101,1,122,2,142,152,1,172,1,191,201,0.358487652
12,1,31,0,3,62,71,1,93,101,2,122,1,143,152,1,174,2,192,201,0.35788066
13,2,32,3,3,61,73,4,93,101,1,123,1,143,152,1,173,1,191,201,0.355826193
14,1,34,0,1,61,72,4,92,101,1,122,1,143,152,2,173,1,191,201,0.355644336
12,1,30,0,1,61,72,2,92,101,1,121,1,143,151,2,171,1,191,201,0.355538956
14,1,32,3,1,65,72,4,92,101,2,121,1,143,151,1,173,1,192,201,0.354917512
12,1,34,1,1,61,71,4,93,101,2,123,1,143,152,2,174,1,192,201,0.354243529
12,1,32,2,1,61,73,4,93,101,2,122,2,143,152,1,172,1,191,201,0.353608837
12,1,34,2,1,61,72,4,92,101,1,122,1,143,152,2,173,1,191,201,0.353187466
14,1,34,6,2,65,72,2,93,101,1,122,2,143,152,2,172,2,191,201,0.352293388
12,1,32,2,1,61,73,4,91,101,2,123,1,143,152,1,172,1,191,201,0.352241902
12,1,32,3,1,61,72,2,93,101,1,123,1,142,152,1,173,1,191,201,0.351906942
14,1,32,3,3,61,72,3,93,101,2,123,1,143,152,1,173,1,192,201,0.350423486
13,1,32,3,2,61,73,3,94,101,1,123,1,143,152,1,173,1,191,201,0.350161541
14,1,34,9,2,61,71,4,93,101,2,123,2,142,152,2,174,1,192,201,0.349821162
11,1,32,3,1,61,72,4,94,101,2,121,1,143,152,1,173,1,191,202,0.347456876
12,1,31,0,1,62,72,1,92,101,1,122,1,142,152,1,172,1,191,201,0.347337796
12,1,32,0,1,61,72,4,93,101,2,121,1,142,152,1,172,1,191,201,0.346849131
12,2,32,3,3,61,72,4,92,101,1,124,1,143,152,1,174,1,192,201,0.343349898
12,1,34,0,2,62,72,4,91,101,2,123,2,143,152,1,173,1,192,201,0.343161267
11,1,32,0,1,65,71,4,92,101,3,122,3,143,152,1,174,1,192,201,0.342802822
11,1,33,3,1,61,72,4,92,101,2,123,1,143,151,1,172,1,192,201,0.342621267
11,1,32,4,1,62,71,4,92,101,3,122,1,143,152,1,173,1,191,201,0.342442873
14,1,32,2,1,61,73,4,92,101,1,121,1,143,152,1,173,1,192,201,0.34221766
13,1,33,3,1,61,72,2,92,101,1,122,1,141,152,1,173,1,191,201,0.342124624
11,1,34,9,1,61,72,3,93,101,1,122,1,141,152,2,172,1,191,201,0.342120559
13,1,32,0,1,64,72,2,94,101,2,121,1,143,152,1,171,1,191,202,0.341858463
14,1,34,10,3,61,71,4,93,102,2,124,1,141,152,2,174,1,192,201,0.341479846
11,1,32,3,1,61,71,4,93,101,2,123,1,142,152,1,174,2,191,201,0.340942406
14,1,34,0,1,61,71,1,92,101,2,122,2,143,152,1,171,1,191,201,0.340549035
11,1,32,3,2,64,72,4,92,101,2,123,1,141,152,1,173,1,191,201,0.340286788
12,1,32,0,1,64,73,4,94,101,1,121,1,143,152,1,173,1,191,201,0.339719842
11,2,32,10,3,61,71,2,91,102,3,123,2,143,152,1,174,1,191,201,0.338635778
14,1,32,3,1,61,72,3,92,101,1,121,1,143,152,1,173,1,191,201,0.33606615
12,1,33,2,2,65,72,4,93,101,2,122,1,141,152,1,172,1,191,201,0.335721556
11,1,32,3,1,61,73,4,92,101,1,123,1,141,152,1,173,1,191,201,0.334693494
12,1,32,1,3,61,71,3,92,101,4,124,2,143,153,1,174,1,192,201,0.334384729
12,1,32,2,1,61,73,4,92,101,1,122,1,143,152,1,173,1,191,201,0.332422997
14,1,32,1,2,61,72,4,92,101,1,124,1,143,152,1,174,1,192,201,0.332179568
13,1,32,2,1,61,72,4,92,101,2,122,1,143,152,1,173,1,191,201,0.33150438
12,1,31,6,1,64,72,4,92,101,2,122,1,141,151,1,173,2,191,201,0.329179988
11,1,31,3,2,61,73,4,91,101,1,124,1,143,153,1,173,1,191,201,0.328029233
11,1,31,2,3,61,72,2,91,101,1,122,3,141,152,1,173,1,192,201,0.328015684
13,1,32,0,2,61,72,1,93,103,1,122,2,143,152,1,172,2,191,201,0.327386563
12,1,32,2,2,61,72,3,92,101,1,121,1,143,151,1,174,1,191,201,0.32689549
14,2,32,2,3,61,71,4,92,101,2,123,1,143,152,2,174,1,192,201,0.32660735
14,1,32,2,3,62,73,4,93,101,1,123,1,142,152,1,173,1,191,201,0.326444311
14,1,33,9,2,63,72,4,93,101,2,121,2,141,152,1,172,2,191,201,0.324985092
12,1,32,3,1,61,72,4,92,101,2,123,1,143,152,1,173,1,192,201,0.324724803
12,1,32,0,1,61,72,4,93,101,1,122,1,143,152,1,173,1,191,201,0.324053981
12,2,32,5,2,61,72,4,93,101,1,124,1,143,151,1,172,1,191,201,0.32151958
14,1,30,0,1,62,73,4,93,101,1,124,2,141,151,1,173,1,191,202,0.321287292
12,1,32,0,1,61,72,3,92,101,1,123,1,143,151,1,173,1,191,201,0.321267721
11,1,32,1,1,63,71,1,92,101,2,122,1,143,151,1,171,1,192,201,0.319772222
12,2,32,9,2,61,72,4,92,101,1,122,1,143,152,1,173,2,192,201,0.318677469
12,1,32,0,1,62,72,4,92,101,2,122,1,141,152,1,172,1,191,201,0.318214548
11,1,32,2,1,61,73,4,93,103,1,122,1,143,152,1,172,1,191,201,0.313577205
14,1,32,0,2,65,72,4,93,101,1,122,3,143,152,1,173,1,191,201,0.313264225
13,1,32,2,1,61,72,4,92,101,1,122,1,141,152,1,174,1,192,201,0.311683367
11,1,32,2,1,61,71,4,92,101,2,123,1,143,152,1,173,1,191,201,0.308354699
11,1,32,0,2,61,72,4,92,101,1,122,1,143,152,1,173,1,191,201,0.304378544
11,1,32,2,2,61,72,4,93,101,1,124,1,141,153,1,173,1,191,201,0.304112383
14,1,32,4,1,65,72,4,92,101,1,121,1,143,152,1,173,1,191,201,0.302777664
12,2,32,2,3,62,72,4,93,102,1,124,1,143,151,1,174,1,192,201,0.299955424
11,2,32,5,3,61,72,1,91,101,1,124,1,143,152,1,172,1,192,201,0.299708834
12,1,33,2,1,61,71,4,93,101,1,122,2,142,152,2,174,1,192,201,0.29960797
14,1,32,3,2,61,72,4,93,101,1,121,1,143,152,1,173,1,191,201,0.298936696
11,1,32,0,1,61,72,3,92,101,1,121,2,143,152,1,172,1,191,201,0.298226883
12,1,32,3,1,65,72,4,93,101,1,122,1,143,152,1,173,1,191,201,0.296942596
11,1,32,3,2,61,72,4,92,101,1,123,1,142,152,1,173,1,191,201,0.295476604
11,1,32,2,1,61,72,4,93,102,1,122,1,143,152,1,172,1,191,202,0.295208787
11,1,32,2,1,61,72,4,92,103,1,122,2,143,151,1,173,1,191,201,0.292837575
11,1,32,1,3,61,71,4,93,101,2,124,1,143,153,1,174,1,192,201,0.292255424
12,1,32,5,1,61,72,3,94,101,1,122,1,143,152,1,172,1,191,201,0.290205322
13,1,32,0,1,61,72,4,93,101,1,121,1,143,152,1,173,1,191,201,0.289901676
12,1,32,2,1,64,72,4,92,101,1,121,1,143,152,1,173,1,191,201,0.284637168
11,1,32,2,1,61,72,4,92,101,1,123,1,143,151,1,173,1,191,201,0.284496561
11,1,32,4,1,61,72,4,92,101,1,121,1,143,152,1,173,1,191,201,0.283589686
12,1,34,0,1,62,72,4,93,101,1,123,1,143,152,1,173,1,191,201,0.283094097
14,1,32,2,1,61,72,4,94,102,1,122,2,143,152,1,172,2,191,201,0.280983627
12,1,32,0,1,65,72,4,93,101,2,121,2,143,152,1,171,1,191,201,0.279451847
12,1,32,3,3,65,71,2,93,101,1,124,3,143,152,1,174,1,192,201,0.276063865
12,1,32,3,1,61,72,4,94,103,1,121,1,141,152,1,172,1,191,201,0.273862918
12,1,32,0,3,65,71,1,92,101,2,121,1,143,151,1,171,1,191,201,0.273537895
11,1,32,0,2,61,72,4,93,101,1,121,1,143,152,1,172,2,191,201,0.253859898
14,2,31,1,3,65,71,4,92,101,1,121,3,141,152,1,174,1,192,201,0.252884979
13,1,31,9,1,61,72,4,92,101,1,121,1,143,152,1,171,1,191,201,0.250770896
11,1,32,6,1,61,71,4,92,101,1,121,1,143,152,1,171,1,191,201,0.219231725
11,1,32,2,2,61,71,4,93,101,1,123,1,143,152,1,171,1,191,201,0.201593443
12,1,32,0,3,65,71,1,93,101,2,122,1,143,152,1,171,1,192,201,0.184613638
