StatusExistingAcc,CreditHistory,Purpose,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,DurationMonth_C,CreditAmount_C,Age_C,rank
14,34,0,61,71,1,92,101,2,122,143,152,1,171,1,191,201,1,1,1,2,940
11,32,3,64,72,4,92,101,2,123,141,152,1,173,1,191,201,1,1,2,1,941
12,32,0,64,73,4,94,101,1,121,143,152,1,173,1,191,201,1,1,1,1,942
11,32,10,61,71,2,91,102,3,123,143,152,1,174,1,191,201,1,2,3,2,943
14,32,3,61,72,3,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,944
12,33,2,65,72,4,93,101,2,122,141,152,1,172,1,191,201,1,1,2,1,945
11,32,3,61,73,4,92,101,1,123,141,152,1,173,1,191,201,1,1,1,1,946
12,32,1,61,71,3,92,101,4,124,143,153,1,174,1,192,201,2,1,3,2,947
12,32,2,61,73,4,92,101,1,122,143,152,1,173,1,191,201,2,1,1,1,948
14,32,1,61,72,4,92,101,1,124,143,152,1,174,1,192,201,1,1,2,1,949
13,32,2,61,72,4,92,101,2,122,143,152,1,173,1,191,201,1,1,1,1,950
12,31,6,64,72,4,92,101,2,122,141,151,1,173,2,191,201,2,1,1,1,951
11,31,3,61,73,4,91,101,1,124,143,153,1,173,1,191,201,2,1,2,1,952
11,31,2,61,72,2,91,101,1,122,141,152,1,173,1,192,201,2,1,3,3,953
13,32,0,61,72,1,93,103,1,122,143,152,1,172,2,191,201,1,1,2,2,954
12,32,2,61,72,3,92,101,1,121,143,151,1,174,1,191,201,1,1,2,1,955
14,32,2,61,71,4,92,101,2,123,143,152,2,174,1,192,201,2,2,3,1,956
14,32,2,62,73,4,93,101,1,123,142,152,1,173,1,191,201,1,1,3,1,957
14,33,9,63,72,4,93,101,2,121,141,152,1,172,2,191,201,2,1,2,2,958
12,32,3,61,72,4,92,101,2,123,143,152,1,173,1,192,201,2,1,1,1,959
12,32,0,61,72,4,93,101,1,122,143,152,1,173,1,191,201,1,1,1,1,960
12,32,5,61,72,4,93,101,1,124,143,151,1,172,1,191,201,2,2,2,1,961
14,30,0,62,73,4,93,101,1,124,141,151,1,173,1,191,202,1,1,1,2,962
12,32,0,61,72,3,92,101,1,123,143,151,1,173,1,191,201,2,1,1,1,963
11,32,1,63,71,1,92,101,2,122,143,151,1,171,1,192,201,1,1,1,1,964
12,32,9,61,72,4,92,101,1,122,143,152,1,173,2,192,201,1,2,2,1,965
12,32,0,62,72,4,92,101,2,122,141,152,1,172,1,191,201,2,1,1,1,966
11,32,2,61,73,4,93,103,1,122,143,152,1,172,1,191,201,1,1,1,1,967
14,32,0,65,72,4,93,101,1,122,143,152,1,173,1,191,201,1,1,2,3,968
13,32,2,61,72,4,92,101,1,122,141,152,1,174,1,192,201,1,1,1,1,969
11,32,2,61,71,4,92,101,2,123,143,152,1,173,1,191,201,2,1,1,1,970
11,32,0,61,72,4,92,101,1,122,143,152,1,173,1,191,201,2,1,2,1,971
11,32,2,61,72,4,93,101,1,124,141,153,1,173,1,191,201,1,1,2,1,972
14,32,4,65,72,4,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,973
12,32,2,62,72,4,93,102,1,124,143,151,1,174,1,192,201,2,2,3,1,974
11,32,5,61,72,1,91,101,1,124,143,152,1,172,1,192,201,2,2,3,1,975
12,33,2,61,71,4,93,101,1,122,142,152,2,174,1,192,201,1,1,1,2,976
14,32,3,61,72,4,93,101,1,121,143,152,1,173,1,191,201,1,1,2,1,977
11,32,0,61,72,3,92,101,1,121,143,152,1,172,1,191,201,2,1,1,2,978
12,32,3,65,72,4,93,101,1,122,143,152,1,173,1,191,201,1,1,1,1,979
11,32,3,61,72,4,92,101,1,123,142,152,1,173,1,191,201,1,1,2,1,980
11,32,2,61,72,4,93,102,1,122,143,152,1,172,1,191,202,1,1,1,1,981
11,32,2,61,72,4,92,103,1,122,143,151,1,173,1,191,201,1,1,1,2,982
11,32,1,61,71,4,93,101,2,124,143,153,1,174,1,192,201,1,1,3,1,983
12,32,5,61,72,3,94,101,1,122,143,152,1,172,1,191,201,1,1,1,1,984
13,32,0,61,72,4,93,101,1,121,143,152,1,173,1,191,201,1,1,1,1,985
12,32,2,64,72,4,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,986
11,32,2,61,72,4,92,101,1,123,143,151,1,173,1,191,201,1,1,1,1,987
11,32,4,61,72,4,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,988
12,34,0,62,72,4,93,101,1,123,143,152,1,173,1,191,201,1,1,1,1,989
14,32,2,61,72,4,94,102,1,122,143,152,1,172,2,191,201,2,1,1,2,990
12,32,0,65,72,4,93,101,2,121,143,152,1,171,1,191,201,1,1,1,2,991
12,32,3,65,71,2,93,101,1,124,143,152,1,174,1,192,201,2,1,3,3,992
12,32,3,61,72,4,94,103,1,121,141,152,1,172,1,191,201,1,1,1,1,993
12,32,0,65,71,1,92,101,2,121,143,151,1,171,1,191,201,1,1,3,1,994
11,32,0,61,72,4,93,101,1,121,143,152,1,172,2,191,201,2,1,2,1,995
14,31,1,65,71,4,92,101,1,121,141,152,1,174,1,192,201,2,2,3,3,996
13,31,9,61,72,4,92,101,1,121,143,152,1,171,1,191,201,2,1,1,1,997
11,32,6,61,71,4,92,101,1,121,143,152,1,171,1,191,201,2,1,1,1,998
11,32,2,61,71,4,93,101,1,123,143,152,1,171,1,191,201,2,1,2,1,999
12,32,0,65,71,1,93,101,2,122,143,152,1,171,1,192,201,2,1,3,1,1000
