school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,student's school,student's sex,student's age,student's home address type,family size,parent's cohabitation status,mother's education,father's education,mother's job,father's job,reason to choose this school,student's guardian,home to school travel time,weekly study time,number of past class failures,extra educational support,family educational support,extra paid classes within the course subject,extra-curricular activities,attended nursery school,wants to take higher education,Internet access at home,with a romantic relationship,quality of family relationships,free time after school,going out with friends,workday alcohol consumption,weekend alcohol consumption,current health status,number of school absences,first period grade,second period grade,final grade,rank
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,GP,female,15-17,urban,less or equal to 3,living together,higher education,higher education,teacher,teacher,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,good,very high,below average,very low,below average,average,< 30,5 to 10,5 to 10,5 to 10,236.0
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,GP,female,15-17,urban,greater than 3,living together,higher education,secondary education,healthcare related,other,close to home,mother,< 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,good,average,very high,very low,very high,bad,< 30,> 15,> 15,> 15,35.0
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,other,other,school reputation,mother,< 15 min,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,no,no,good,above average,average,very low,average,good,< 30,5 to 10,5 to 10,5 to 10,237.0
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),primary education (4th grade),other,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,no,no,good,above average,above average,very low,average,very bad,< 30,5 to 10,5 to 10,5 to 10,238.0
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,GP,female,15-17,rural,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,school reputation,mother,< 15 min,< 2 hours,0,no,yes,no,no,yes,yes,yes,no,excellent,average,below average,very low,below average,average,< 30,5 to 10,5 to 10,5 to 10,346.0
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,GP,female,15-17,rural,greater than 3,living together,5th to 9th grade,5th to 9th grade,civial services,civial services,school reputation,mother,15 to 30 min,> 10 hours,0,no,yes,yes,yes,no,yes,yes,no,excellent,average,very high,very low,very low,very good,< 30,5 to 10,5 to 10,11 to 15,188.0
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,GP,female,15-17,urban,greater than 3,living together,secondary education,higher education,at home,civial services,close to home,mother,< 15 min,5 to 10 hours,1,no,yes,yes,no,yes,yes,yes,yes,good,above average,average,average,above average,very good,< 30,5 to 10,5 to 10,5 to 10,279.0
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,GP,female,15-17,urban,greater than 3,part,secondary education,primary education (4th grade),civial services,other,course preference,mother,< 15 min,2 to 5 hours,3,no,yes,yes,no,yes,yes,yes,no,bad,average,average,below average,below average,good,< 30,5 to 10,5 to 10,5 to 10,330.0
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,GP,female,15-17,urban,greater than 3,living together,higher education,secondary education,teacher,other,other,mother,< 15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,very bad,average,below average,very low,very low,very bad,< 30,11 to 15,11 to 15,11 to 15,114.0
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),primary education (4th grade),at home,other,close to home,mother,15 to 30 min,< 2 hours,0,no,yes,yes,no,yes,yes,no,no,good,average,below average,very low,above average,very good,< 30,5 to 10,5 to 10,5 to 10,239.0
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,GP,female,15-17,rural,greater than 3,living together,higher education,secondary education,teacher,other,school reputation,mother,15 to 30 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,good,above average,below average,very low,very low,good,< 30,5 to 10,5 to 10,5 to 10,331.0
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,GP,female,18-20,urban,greater than 3,living together,secondary education,secondary education,other,other,school reputation,other,< 15 min,> 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,average,average,very low,below average,average,< 30,5 to 10,5 to 10,5 to 10,307.0
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,GP,male,15-17,urban,less or equal to 3,living together,higher education,higher education,civial services,other,close to home,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,excellent,average,very high,above average,very high,average,< 30,11 to 15,11 to 15,11 to 15,115.0
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,GP,female,15-17,urban,greater than 3,part,5th to 9th grade,5th to 9th grade,other,other,school reputation,mother,< 15 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,average,average,above average,very low,very low,good,< 30,11 to 15,11 to 15,11 to 15,87.0
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,GP,male,18-20,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,civial services,other,close to home,mother,< 15 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,good,above average,above average,below average,above average,very good,< 30,5 to 10,5 to 10,5 to 10,308.0
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,GP,female,15-17,rural,less or equal to 3,living together,higher education,higher education,civial services,other,other,mother,< 15 min,< 2 hours,0,no,yes,yes,no,yes,yes,no,no,excellent,below average,very low,very low,below average,average,< 30,5 to 10,5 to 10,5 to 10,240.0
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,GP,female,15-17,urban,less or equal to 3,living together,secondary education,5th to 9th grade,other,other,school reputation,mother,15 to 30 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,no,good,above average,above average,very low,average,very bad,< 30,11 to 15,11 to 15,11 to 15,61.0
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,GP,female,15-17,urban,greater than 3,living together,higher education,secondary education,other,other,school reputation,mother,< 15 min,2 to 5 hours,2,no,no,yes,no,yes,yes,yes,yes,average,above average,very high,below average,above average,very bad,< 30,5 to 10,5 to 10,< 5,357.0
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,GP,male,18-20,urban,less or equal to 3,living together,secondary education,secondary education,civial services,healthcare related,close to home,father,< 15 min,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,no,average,below average,above average,below average,above average,good,< 30,5 to 10,5 to 10,5 to 10,309.0
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,at home,other,close to home,father,15 to 30 min,< 2 hours,0,no,yes,yes,no,yes,yes,no,no,average,average,average,very low,above average,average,< 30,5 to 10,5 to 10,5 to 10,310.0
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,at home,at home,course preference,mother,< 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,average,average,very low,very low,good,< 30,5 to 10,5 to 10,5 to 10,241.0
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,GP,female,15-17,rural,greater than 3,living together,5th to 9th grade,primary education (4th grade),at home,civial services,school reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,good,below average,very high,very low,below average,very good,< 30,5 to 10,5 to 10,5 to 10,347.0
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),primary education (4th grade),at home,other,school reputation,mother,< 15 min,5 to 10 hours,1,no,yes,no,yes,yes,yes,no,yes,good,average,above average,very low,very low,very good,< 30,5 to 10,5 to 10,< 5,376.0
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,civial services,teacher,other,mother,< 15 min,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,bad,average,very low,very low,very low,average,< 30,> 15,> 15,> 15,22.0
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,GP,male,18-20,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,close to home,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,average,average,average,very high,very high,good,< 30,11 to 15,11 to 15,11 to 15,116.0
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,teacher,civial services,close to home,mother,< 15 min,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,excellent,average,below average,very low,very low,very good,< 30,11 to 15,11 to 15,11 to 15,88.0
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,GP,female,18-20,rural,greater than 3,living together,secondary education,primary education (4th grade),other,other,school reputation,mother,< 15 min,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,yes,excellent,average,average,very low,very low,good,< 30,5 to 10,5 to 10,5 to 10,332.0
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,GP,female,15-17,urban,greater than 3,living together,secondary education,5th to 9th grade,other,other,course preference,mother,< 15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,excellent,average,above average,very low,average,average,< 30,> 15,11 to 15,11 to 15,62.0
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,GP,male,15-17,urban,less or equal to 3,living together,5th to 9th grade,secondary education,civial services,civial services,school reputation,father,< 15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,excellent,average,average,very low,average,average,< 30,11 to 15,11 to 15,11 to 15,147.0
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,GP,male,18-20,urban,less or equal to 3,living together,5th to 9th grade,primary education (4th grade),at home,other,course preference,mother,> 1 hour,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,yes,good,average,below average,above average,very high,average,< 30,5 to 10,5 to 10,5 to 10,280.0
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,GP,female,15-17,urban,greater than 3,part,5th to 9th grade,primary education (4th grade),other,other,course preference,mother,15 to 30 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,average,below average,average,very low,below average,average,< 30,11 to 15,5 to 10,11 to 15,148.0
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,GP,female,15-17,urban,less or equal to 3,living together,higher education,secondary education,healthcare related,other,school reputation,father,< 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,average,below average,average,very low,below average,average,< 30,11 to 15,11 to 15,11 to 15,89.0
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,GP,male,15-17,rural,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,course preference,father,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,very high,below average,very low,very low,very bad,< 30,11 to 15,11 to 15,11 to 15,189.0
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,teacher,teacher,school reputation,mother,< 15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,good,very high,very high,very low,average,bad,< 30,11 to 15,5 to 10,5 to 10,281.0
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,healthcare related,other,school reputation,father,< 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,below average,above average,below average,above average,very bad,< 30,11 to 15,11 to 15,11 to 15,117.0
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,GP,male,15-17,urban,less or equal to 3,living together,primary education (4th grade),primary education (4th grade),other,other,close to home,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,average,above average,below average,very low,very low,very good,< 30,5 to 10,5 to 10,5 to 10,348.0
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,GP,male,15-17,urban,greater than 3,living together,secondary education,5th to 9th grade,at home,other,school reputation,mother,15 to 30 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,excellent,average,average,very low,average,bad,< 30,11 to 15,5 to 10,5 to 10,242.0
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,GP,male,15-17,urban,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,other,other,close to home,father,< 15 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,yes,good,above average,below average,very high,very high,good,< 30,11 to 15,11 to 15,11 to 15,118.0
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,close to home,mother,< 15 min,< 2 hours,0,no,no,no,no,yes,yes,yes,yes,good,very high,below average,very low,very low,very good,< 30,11 to 15,11 to 15,11 to 15,149.0
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,GP,female,15-17,rural,greater than 3,living together,5th to 9th grade,primary education (4th grade),at home,civial services,course preference,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,bad,very low,very low,very low,very low,average,< 30,11 to 15,11 to 15,11 to 15,190.0
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,GP,male,18-20,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,civial services,school reputation,father,< 15 min,2 to 5 hours,1,no,no,no,no,yes,no,yes,no,excellent,very high,above average,average,very high,bad,< 30,5 to 10,5 to 10,< 5,377.0
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,GP,male,15-17,urban,less or equal to 3,living together,higher education,secondary education,healthcare related,other,course preference,mother,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,bad,very high,very high,very low,above average,very good,< 30,11 to 15,11 to 15,11 to 15,150.0
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,GP,male,15-17,rural,less or equal to 3,part,higher education,higher education,teacher,other,course preference,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,average,average,average,below average,average,good,< 30,5 to 10,11 to 15,11 to 15,151.0
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,GP,male,15-17,urban,less or equal to 3,living together,higher education,secondary education,teacher,other,course preference,mother,< 15 min,< 2 hours,0,no,no,no,yes,no,yes,yes,no,excellent,above average,very high,very low,very low,average,< 30,5 to 10,< 5,< 5,378.0
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,civial services,civial services,course preference,mother,< 15 min,< 2 hours,0,no,no,no,yes,yes,yes,yes,no,excellent,average,below average,very low,below average,very good,< 30,11 to 15,11 to 15,11 to 15,152.0
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,GP,female,18-20,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,course preference,other,15 to 30 min,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,good,above average,above average,very low,very low,average,< 30,5 to 10,< 5,< 5,379.0
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,course preference,mother,30 min to 1 hour,< 2 hours,0,no,no,no,no,yes,yes,yes,no,good,average,average,very low,very low,good,< 30,> 15,> 15,> 15,14.0
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,other,other,course preference,father,15 to 30 min,< 2 hours,0,no,no,no,no,yes,yes,yes,no,excellent,below average,below average,very low,very low,bad,< 30,11 to 15,11 to 15,11 to 15,119.0
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,GP,male,21-22,urban,greater than 3,living together,secondary education,primary education (4th grade),civial services,civial services,other,mother,< 15 min,< 2 hours,3,no,no,no,no,no,no,yes,yes,excellent,above average,very high,very high,very high,very bad,< 30,5 to 10,5 to 10,5 to 10,311.0
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,GP,male,18-20,rural,less or equal to 3,living together,secondary education,secondary education,other,civial services,course preference,mother,< 15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,good,average,average,very low,average,very good,< 30,< 5,5 to 10,5 to 10,354.0
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,GP,male,15-17,urban,greater than 3,living together,none,5th to 9th grade,other,other,other,mother,< 15 min,< 2 hours,0,no,no,yes,no,no,yes,yes,no,good,average,below average,below average,above average,very good,< 30,11 to 15,11 to 15,11 to 15,63.0
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,GP,male,18-20,urban,greater than 3,living together,secondary education,5th to 9th grade,civial services,other,course preference,mother,15 to 30 min,< 2 hours,1,no,no,no,no,yes,no,yes,no,good,above average,very high,below average,above average,very good,< 30,5 to 10,5 to 10,5 to 10,312.0
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,GP,male,15-17,urban,greater than 3,living together,secondary education,secondary education,at home,other,school reputation,other,30 min to 1 hour,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,no,excellent,average,average,very low,average,bad,< 30,5 to 10,5 to 10,5 to 10,243.0
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,GP,male,18-20,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),civial services,civial services,other,mother,< 15 min,< 2 hours,1,no,no,no,no,no,no,yes,no,average,below average,very high,below average,very high,very good,< 30,5 to 10,5 to 10,5 to 10,313.0
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,GP,male,15-17,rural,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,course preference,mother,15 to 30 min,< 2 hours,0,no,no,no,yes,no,yes,no,no,average,average,below average,very low,average,average,< 30,5 to 10,5 to 10,5 to 10,314.0
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,GP,male,15-17,rural,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,course preference,mother,< 15 min,< 2 hours,0,no,no,no,no,no,yes,yes,no,good,above average,below average,below average,above average,very good,< 30,5 to 10,11 to 15,11 to 15,153.0
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,GP,male,15-17,urban,less or equal to 3,living together,primary education (4th grade),primary education (4th grade),healthcare related,other,course preference,mother,15 to 30 min,< 2 hours,1,no,yes,no,yes,yes,yes,yes,no,good,above average,above average,very low,below average,very good,< 30,5 to 10,5 to 10,5 to 10,315.0
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,GP,female,15-17,urban,less or equal to 3,living together,higher education,5th to 9th grade,teacher,civial services,school reputation,mother,< 15 min,> 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,below average,average,very low,very low,good,< 30,11 to 15,11 to 15,11 to 15,120.0
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,GP,male,18-20,urban,less or equal to 3,part,higher education,secondary education,civial services,at home,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,good,average,very low,very low,very low,very bad,< 30,11 to 15,11 to 15,11 to 15,191.0
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,GP,male,18-20,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,close to home,mother,< 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,excellent,below average,above average,very low,below average,good,< 30,11 to 15,11 to 15,11 to 15,90.0
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,GP,female,15-17,urban,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,civial services,civial services,course preference,father,< 15 min,> 10 hours,0,no,no,yes,yes,yes,yes,yes,yes,average,above average,very low,very low,very low,bad,< 30,5 to 10,5 to 10,< 5,380.0
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,GP,female,18-20,urban,greater than 3,living together,higher education,secondary education,civial services,other,close to home,father,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,average,very low,below average,very low,average,bad,< 30,> 15,> 15,> 15,15.0
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,GP,male,18-20,urban,greater than 3,living together,higher education,secondary education,teacher,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,good,average,below average,very low,very low,average,< 30,5 to 10,5 to 10,5 to 10,316.0
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,GP,male,18-20,rural,greater than 3,living together,secondary education,5th to 9th grade,other,other,course preference,mother,< 15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,excellent,average,below average,very low,very low,average,< 30,11 to 15,11 to 15,11 to 15,154.0
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,GP,female,15-17,urban,greater than 3,living together,secondary education,secondary education,other,other,close to home,mother,< 15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,average,below average,average,very low,very low,good,< 30,5 to 10,5 to 10,5 to 10,282.0
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,GP,female,18-20,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,at home,civial services,close to home,mother,< 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,good,average,average,very low,very low,average,< 30,5 to 10,5 to 10,< 5,381.0
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,GP,male,18-20,rural,less or equal to 3,part,secondary education,higher education,other,other,school reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,below average,very high,average,above average,very bad,< 30,> 15,> 15,> 15,23.0
